scenario_key,down_pct,fill_rate,appreciation,furnish,is_empty,days_in_year,owner_days,occupied_days,gross_rent,fixed_costs,variable_costs,total_operating_outflow,net_cash_flow_annual,operating_pnl_annual,sale_price,adjusted_basis,gain_realized,suspended_pal,net_proceeds_after_tax,avg_annual_economic_cost,rent_equivalent_val,economic_premium,incremental_benefit_cash
0.2_0.6_0.05_16000.0,0.2,0.6,0.05,16000.0,False,365,42,162.0,14911.242603550294,32686.509035706535,7067.609467455622,39754.11850316216,-24842.875899611863,-21957.975984414,499520.6500429689,296102.2727272727,168451.93181268836,237478.55916362526,241434.8791899426,-4854.071127522795,12501.0,-17355.071127522795,7843.6331360946715
0.2_0.6_0.05_30000.0,0.2,0.6,0.05,30000.0,False,365,28,162.0,14911.242603550294,32686.509035706535,7067.609467455622,39754.11850316216,-24842.875899611863,-21957.975984414,499520.6500429689,296102.2727272727,168451.93181268836,251478.55916362526,245074.8791899426,-4674.071127522795,8334.0,-13008.071127522795,7843.6331360946715
0.2_0.6_0.05_30000.0,0.2,0.6,0.05,30000.0,False,365,28,162.0,14911.242603550294,32686.509035706535,7067.609467455622,39754.11850316216,-24842.875899611863,-21957.975984414,499520.6500429689,296102.2727272727,168451.93181268836,251478.55916362526,245074.8791899426,-4674.071127522795,8334.0,-13008.071127522795,7843.6331360946715
0.2_0.6_0.05_30000.0,0.2,0.6,0.05,30000.0,False,365,42,162.0,14911.242603550294,32686.509035706535,7067.609467455622,39754.11850316216,-24842.875899611863,-21957.975984414,499520.6500429689,296102.2727272727,168451.93181268836,251478.55916362526,245074.8791899426,-4674.071127522795,12501.0,-17175.071127522795,7843.6331360946715
0.2_0.7_0.01_8000.0,0.2,0.7,0.01,8000.0,False,365,28,189.0,17396.44970414201,32686.509035706535,8245.544378698225,40932.053414404756,-23535.603710262745,-20650.70379506488,380608.04999798856,296102.2727272727,57863.21377085667,220327.65383818143,148942.59978068323,6651.839455879426,8334.0,-1682.1605441205738,9150.90532544379
0.2_0.7_0.01_8000.0,0.2,0.7,0.01,8000.0,False,365,28,189.0,17396.44970414201,32686.509035706535,8245.544378698225,40932.053414404756,-23535.603710262745,-20650.70379506488,380608.04999798856,296102.2727272727,57863.21377085667,220327.65383818143,148942.59978068323,6651.839455879426,8334.0,-1682.1605441205738,9150.90532544379
0.2_0.7_0.01_8000.0,0.2,0.7,0.01,8000.0,False,365,42,189.0,17396.44970414201,32686.509035706535,8245.544378698225,40932.053414404756,-23535.603710262745,-20650.70379506488,380608.04999798856,296102.2727272727,57863.21377085667,220327.65383818143,148942.59978068323,6651.839455879426,12501.0,-5849.160544120574,9150.90532544379
0.2_0.7_0.01_16000.0,0.2,0.7,0.01,16000.0,False,365,28,189.0,17396.44970414201,32686.509035706535,8245.544378698225,40932.053414404756,-23535.603710262745,-20650.70379506488,380608.04999798856,296102.2727272727,57863.21377085667,228327.65383818143,151422.59978068323,6697.553741593712,8334.0,-1636.4462584062876,9150.90532544379
0.2_0.7_0.01_16000.0,0.2,0.7,0.01,16000.0,False,365,28,189.0,17396.44970414201,32686.509035706535,8245.544378698225,40932.053414404756,-23535.603710262745,-20650.70379506488,380608.04999798856,296102.2727272727,57863.21377085667,228327.65383818143,151422.59978068323,6697.553741593712,8334.0,-1636.4462584062876,9150.90532544379
0.2_0.7_0.01_16000.0,0.2,0.7,0.01,16000.0,False,365,42,189.0,17396.44970414201,32686.509035706535,8245.544378698225,40932.053414404756,-23535.603710262745,-20650.70379506488,380608.04999798856,296102.2727272727,57863.21377085667,228327.65383818143,151422.59978068323,6697.553741593712,12501.0,-5803.446258406288,9150.90532544379
