scenario_key,down_pct,fill_rate,appreciation,furnish,is_empty,days_in_year,owner_days,occupied_days,gross_rent,fixed_costs,variable_costs,total_operating_outflow,net_cash_flow_annual,operating_pnl_annual,sale_price,adjusted_basis,gain_realized,suspended_pal,net_proceeds_after_tax,avg_annual_economic_cost,rent_equivalent_val,economic_premium,incremental_benefit_cash
0.2_0.75_0.05_16000.0,0.2,0.75,0.05,16000.0,False,365,42,202.5,18639.05325443787,32686.509035706535,8834.511834319526,41521.02087002606,-22881.967615588193,-19997.067700390337,499520.6500429689,296102.2727272727,168451.93181268836,223752.20117545966,237179.70821361127,-6207.097843499131,12501.0,-18708.09784349913,9804.541420118341
0.2_0.75_0.05_30000.0,0.2,0.75,0.05,30000.0,False,365,28,202.5,18639.05325443787,32686.509035706535,8834.511834319526,41521.02087002606,-22881.967615588193,-19997.067700390337,499520.6500429689,296102.2727272727,168451.93181268836,237752.20117545966,240819.70821361127,-6027.097843499131,8334.0,-14361.09784349913,9804.541420118341
0.2_0.75_0.05_30000.0,0.2,0.75,0.05,30000.0,False,365,28,202.5,18639.05325443787,32686.509035706535,8834.511834319526,41521.02087002606,-22881.967615588193,-19997.067700390337,499520.6500429689,296102.2727272727,168451.93181268836,237752.20117545966,240819.70821361127,-6027.097843499131,8334.0,-14361.09784349913,9804.541420118341
0.2_0.75_0.05_30000.0,0.2,0.75,0.05,30000.0,False,365,42,202.5,18639.05325443787,32686.509035706535,8834.511834319526,41521.02087002606,-22881.967615588193,-19997.067700390337,499520.6500429689,296102.2727272727,168451.93181268836,237752.20117545966,240819.70821361127,-6027.097843499131,12501.0,-18528.09784349913,9804.541420118341
0.25_0.6_0.01_8000.0,0.25,0.6,0.01,8000.0,False,365,28,162.0,14911.242603550294,31269.414720974877,7067.609467455622,38337.0241884305,-23425.781584880206,-20721.187914382208,380608.04999798856,296102.2727272727,57863.21377085667,220821.04267340273,165274.21631738736,5096.42925382487,8334.0,-3237.57074617513,7843.6331360946715
0.25_0.6_0.01_8000.0,0.25,0.6,0.01,8000.0,False,365,28,162.0,14911.242603550294,31269.414720974877,7067.609467455622,38337.0241884305,-23425.781584880206,-20721.187914382208,380608.04999798856,296102.2727272727,57863.21377085667,220821.04267340273,165274.21631738736,5096.42925382487,8334.0,-3237.57074617513,7843.6331360946715
0.25_0.6_0.01_8000.0,0.25,0.6,0.01,8000.0,False,365,42,162.0,14911.242603550294,31269.414720974877,7067.609467455622,38337.0241884305,-23425.781584880206,-20721.187914382208,380608.04999798856,296102.2727272727,57863.21377085667,220821.04267340273,165274.21631738736,5096.42925382487,12501.0,-7404.57074617513,7843.6331360946715
0.25_0.6_0.01_16000.0,0.25,0.6,0.01,16000.0,False,365,28,162.0,14911.242603550294,31269.414720974877,7067.609467455622,38337.0241884305,-23425.781584880206,-20721.187914382208,380608.04999798856,296102.2727272727,57863.21377085667,228821.04267340273,167754.21631738736,5142.143539539155,8334.0,-3191.8564604608446,7843.6331360946715
0.25_0.6_0.01_16000.0,0.25,0.6,0.01,16000.0,False,365,28,162.0,14911.242603550294,31269.414720974877,7067.609467455622,38337.0241884305,-23425.781584880206,-20721.187914382208,380608.04999798856,296102.2727272727,57863.21377085667,228821.04267340273,167754.21631738736,5142.143539539155,8334.0,-3191.8564604608446,7843.6331360946715
0.25_0.6_0.01_16000.0,0.25,0.6,0.01,16000.0,False,365,42,162.0,14911.242603550294,31269.414720974877,7067.609467455622,38337.0241884305,-23425.781584880206,-20721.187914382208,380608.04999798856,296102.2727272727,57863.21377085667,228821.04267340273,167754.21631738736,5142.143539539155,12501.0,-7358.856460460845,7843.6331360946715
0.25_0.6_0.01_30000.0,0.25,0.6,0.01,30000.0,False,365,28,162.0,14911.242603550294,31269.414720974877,7067.609467455622,38337.0241884305,-23425.781584880206,-20721.187914382208,380608.04999798856,296102.2727272727,57863.21377085667,242821.04267340273,172094.21631738736,5222.143539539155,8334.0,-3111.8564604608446,7843.6331360946715
0.25_0.6_0.01_30000.0,0.25,0.6,0.01,30000.0,False,365,28,162.0,14911.242603550294,31269.414720974877,7067.609467455622,38337.0241884305,-23425.781584880206,-20721.187914382208,380608.04999798856,296102.2727272727,57863.21377085667,242821.04267340273,172094.21631738736,5222.143539539155,8334.0,-3111.8564604608446,7843.6331360946715
0.25_0.6_0.01_30000.0,0.25,0.6,0.01,30000.0,False,365,42,162.0,14911.242603550294,31269.414720974877,7067.609467455622,38337.0241884305,-23425.781584880206,-20721.187914382208,380608.04999798856,296102.2727272727,57863.21377085667,242821.04267340273,172094.21631738736,5222.143539539155,12501.0,-7278.856460460845,7843.6331360946715
0.25_0.6_0.03_8000.0,0.25,0.6,0.03,8000.0,False,365,28,162.0,14911.242603550294,31269.414720974877,7067.609467455622,38337.0241884305,-23425.781584880206,-20721.187914382208,436605.2222258289,296102.2727272727,109940.5839427482,220821.04267340273,206040.63677980704,-727.3450979493708,8334.0,-9061.34509794937,7843.6331360946715
0.25_0.6_0.03_8000.0,0.25,0.6,0.03,8000.0,False,365,28,162.0,14911.242603550294,31269.414720974877,7067.609467455622,38337.0241884305,-23425.781584880206,-20721.187914382208,436605.2222258289,296102.2727272727,109940.5839427482,220821.04267340273,206040.63677980704,-727.3450979493708,8334.0,-9061.34509794937,7843.6331360946715
0.25_0.6_0.03_8000.0,0.25,0.6,0.03,8000.0,False,365,42,162.0,14911.242603550294,31269.414720974877,7067.609467455622,38337.0241884305,-23425.781584880206,-20721.187914382208,436605.2222258289,296102.2727272727,109940.5839427482,220821.04267340273,206040.63677980704,-727.3450979493708,12501.0,-13228.34509794937,7843.6331360946715
0.25_0.6_0.03_16000.0,0.25,0.6,0.03,16000.0,False,365,28,162.0,14911.242603550294,31269.414720974877,7067.609467455622,38337.0241884305,-23425.781584880206,-20721.187914382208,436605.2222258289,296102.2727272727,109940.5839427482,228821.04267340273,208120.63677980704,-624.4879550922279,8334.0,-8958.487955092229,7843.6331360946715
0.25_0.6_0.03_16000.0,0.25,0.6,0.03,16000.0,False,365,28,162.0,14911.242603550294,31269.414720974877,7067.609467455622,38337.0241884305,-23425.781584880206,-20721.187914382208,436605.2222258289,296102.2727272727,109940.5839427482,228821.04267340273,208120.63677980704,-624.4879550922279,8334.0,-8958.487955092229,7843.6331360946715
0.25_0.6_0.03_16000.0,0.25,0.6,0.03,16000.0,False,365,42,162.0,14911.242603550294,31269.414720974877,7067.609467455622,38337.0241884305,-23425.781584880206,-20721.187914382208,436605.2222258289,296102.2727272727,109940.5839427482,228821.04267340273,208120.63677980704,-624.4879550922279,12501.0,-13125.487955092229,7843.6331360946715
0.25_0.6_0.03_30000.0,0.25,0.6,0.03,30000.0,False,365,28,162.0,14911.242603550294,31269.414720974877,7067.609467455622,38337.0241884305,-23425.781584880206,-20721.187914382208,436605.2222258289,296102.2727272727,109940.5839427482,242821.04267340273,211760.63677980704,-444.48795509222793,8334.0,-8778.487955092229,7843.6331360946715
0.25_0.6_0.03_30000.0,0.25,0.6,0.03,30000.0,False,365,28,162.0,14911.242603550294,31269.414720974877,7067.609467455622,38337.0241884305,-23425.781584880206,-20721.187914382208,436605.2222258289,296102.2727272727,109940.5839427482,242821.04267340273,211760.63677980704,-444.48795509222793,8334.0,-8778.487955092229,7843.6331360946715
0.25_0.6_0.03_30000.0,0.25,0.6,0.03,30000.0,False,365,42,162.0,14911.242603550294,31269.414720974877,7067.609467455622,38337.0241884305,-23425.781584880206,-20721.187914382208,436605.2222258289,296102.2727272727,109940.5839427482,242821.04267340273,211760.63677980704,-444.48795509222793,12501.0,-12945.487955092229,7843.6331360946715
0.25_0.6_0.05_8000.0,0.25,0.6,0.05,8000.0,False,365,28,162.0,14911.242603550294,31269.414720974877,7067.609467455622,38337.0241884305,-23425.781584880206,-20721.187914382208,499520.6500429689,296102.2727272727,168451.93181268836,220821.04267340273,252849.71507575916,-7414.356283085387,8334.0,-15748.356283085388,7843.6331360946715
0.25_0.6_0.05_8000.0,0.25,0.6,0.05,8000.0,False,365,28,162.0,14911.242603550294,31269.414720974877,7067.609467455622,38337.0241884305,-23425.781584880206,-20721.187914382208,499520.6500429689,296102.2727272727,168451.93181268836,220821.04267340273,252849.71507575916,-7414.356283085387,8334.0,-15748.356283085388,7843.6331360946715
0.25_0.6_0.05_8000.0,0.25,0.6,0.05,8000.0,False,365,42,162.0,14911.242603550294,31269.414720974877,7067.609467455622,38337.0241884305,-23425.781584880206,-20721.187914382208,499520.6500429689,296102.2727272727,168451.93181268836,220821.04267340273,252849.71507575916,-7414.356283085387,12501.0,-19915.356283085388,7843.6331360946715
0.25_0.6_0.05_16000.0,0.25,0.6,0.05,16000.0,False,365,28,162.0,14911.242603550294,31269.414720974877,7067.609467455622,38337.0241884305,-23425.781584880206,-20721.187914382208,499520.6500429689,296102.2727272727,168451.93181268836,228821.04267340273,254929.71507575916,-7311.499140228245,8334.0,-15645.499140228245,7843.6331360946715
0.25_0.6_0.05_16000.0,0.25,0.6,0.05,16000.0,False,365,28,162.0,14911.242603550294,31269.414720974877,7067.609467455622,38337.0241884305,-23425.781584880206,-20721.187914382208,499520.6500429689,296102.2727272727,168451.93181268836,228821.04267340273,254929.71507575916,-7311.499140228245,8334.0,-15645.499140228245,7843.6331360946715
0.25_0.6_0.05_16000.0,0.25,0.6,0.05,16000.0,False,365,42,162.0,14911.242603550294,31269.414720974877,7067.609467455622,38337.0241884305,-23425.781584880206,-20721.187914382208,499520.6500429689,296102.2727272727,168451.93181268836,228821.04267340273,254929.71507575916,-7311.499140228245,12501.0,-19812.499140228247,7843.6331360946715
0.25_0.6_0.05_30000.0,0.25,0.6,0.05,30000.0,False,365,28,162.0,14911.242603550294,31269.414720974877,7067.609467455622,38337.0241884305,-23425.781584880206,-20721.187914382208,499520.6500429689,296102.2727272727,168451.93181268836,242821.04267340273,258569.71507575916,-7131.499140228245,8334.0,-15465.499140228245,7843.6331360946715
0.25_0.6_0.05_30000.0,0.25,0.6,0.05,30000.0,False,365,28,162.0,14911.242603550294,31269.414720974877,7067.609467455622,38337.0241884305,-23425.781584880206,-20721.187914382208,499520.6500429689,296102.2727272727,168451.93181268836,242821.04267340273,258569.71507575916,-7131.499140228245,8334.0,-15465.499140228245,7843.6331360946715
0.25_0.6_0.05_30000.0,0.25,0.6,0.05,30000.0,False,365,42,162.0,14911.242603550294,31269.414720974877,7067.609467455622,38337.0241884305,-23425.781584880206,-20721.187914382208,499520.6500429689,296102.2727272727,168451.93181268836,242821.04267340273,258569.71507575916,-7131.499140228245,12501.0,-19632.499140228247,7843.6331360946715
0.25_0.7_0.01_8000.0,0.25,0.7,0.01,8000.0,False,365,28,189.0,17396.44970414201,31269.414720974877,8245.544378698225,39514.9590996731,-22118.509395531088,-19413.91572503309,380608.04999798856,296102.2727272727,57863.21377085667,211670.1373479589,162437.43566649978,4194.411443173977,8334.0,-4139.588556826023,9150.90532544379
0.25_0.7_0.01_8000.0,0.25,0.7,0.01,8000.0,False,365,28,189.0,17396.44970414201,31269.414720974877,8245.544378698225,39514.9590996731,-22118.509395531088,-19413.91572503309,380608.04999798856,296102.2727272727,57863.21377085667,211670.1373479589,162437.43566649978,4194.411443173977,8334.0,-4139.588556826023,9150.90532544379
0.25_0.7_0.01_8000.0,0.25,0.7,0.01,8000.0,False,365,42,189.0,17396.44970414201,31269.414720974877,8245.544378698225,39514.9590996731,-22118.509395531088,-19413.91572503309,380608.04999798856,296102.2727272727,57863.21377085667,211670.1373479589,162437.43566649978,4194.411443173977,12501.0,-8306.588556826024,9150.90532544379
0.25_0.7_0.01_16000.0,0.25,0.7,0.01,16000.0,False,365,28,189.0,17396.44970414201,31269.414720974877,8245.544378698225,39514.9590996731,-22118.509395531088,-19413.91572503309,380608.04999798856,296102.2727272727,57863.21377085667,219670.1373479589,164917.43566649978,4240.1257288882625,8334.0,-4093.8742711117375,9150.90532544379
0.25_0.7_0.01_16000.0,0.25,0.7,0.01,16000.0,False,365,28,189.0,17396.44970414201,31269.414720974877,8245.544378698225,39514.9590996731,-22118.509395531088,-19413.91572503309,380608.04999798856,296102.2727272727,57863.21377085667,219670.1373479589,164917.43566649978,4240.1257288882625,8334.0,-4093.8742711117375,9150.90532544379
0.25_0.7_0.01_16000.0,0.25,0.7,0.01,16000.0,False,365,42,189.0,17396.44970414201,31269.414720974877,8245.544378698225,39514.9590996731,-22118.509395531088,-19413.91572503309,380608.04999798856,296102.2727272727,57863.21377085667,219670.1373479589,164917.43566649978,4240.1257288882625,12501.0,-8260.874271111737,9150.90532544379
0.25_0.7_0.01_30000.0,0.25,0.7,0.01,30000.0,False,365,28,189.0,17396.44970414201,31269.414720974877,8245.544378698225,39514.9590996731,-22118.509395531088,-19413.91572503309,380608.04999798856,296102.2727272727,57863.21377085667,233670.1373479589,169257.43566649978,4320.1257288882625,8334.0,-4013.8742711117375,9150.90532544379
0.25_0.7_0.01_30000.0,0.25,0.7,0.01,30000.0,False,365,28,189.0,17396.44970414201,31269.414720974877,8245.544378698225,39514.9590996731,-22118.509395531088,-19413.91572503309,380608.04999798856,296102.2727272727,57863.21377085667,233670.1373479589,169257.43566649978,4320.1257288882625,8334.0,-4013.8742711117375,9150.90532544379
0.25_0.7_0.01_30000.0,0.25,0.7,0.01,30000.0,False,365,42,189.0,17396.44970414201,31269.414720974877,8245.544378698225,39514.9590996731,-22118.509395531088,-19413.91572503309,380608.04999798856,296102.2727272727,57863.21377085667,233670.1373479589,169257.43566649978,4320.1257288882625,12501.0,-8180.8742711117375,9150.90532544379
0.25_0.7_0.03_8000.0,0.25,0.7,0.03,8000.0,False,365,28,189.0,17396.44970414201,31269.414720974877,8245.544378698225,39514.9590996731,-22118.509395531088,-19413.91572503309,436605.2222258289,296102.2727272727,109940.5839427482,211670.1373479589,203203.85612891946,-1629.362908600264,8334.0,-9963.362908600264,9150.90532544379
0.25_0.7_0.03_8000.0,0.25,0.7,0.03,8000.0,False,365,28,189.0,17396.44970414201,31269.414720974877,8245.544378698225,39514.9590996731,-22118.509395531088,-19413.91572503309,436605.2222258289,296102.2727272727,109940.5839427482,211670.1373479589,203203.85612891946,-1629.362908600264,8334.0,-9963.362908600264,9150.90532544379
0.25_0.7_0.03_8000.0,0.25,0.7,0.03,8000.0,False,365,42,189.0,17396.44970414201,31269.414720974877,8245.544378698225,39514.9590996731,-22118.509395531088,-19413.91572503309,436605.2222258289,296102.2727272727,109940.5839427482,211670.1373479589,203203.85612891946,-1629.362908600264,12501.0,-14130.362908600264,9150.90532544379
0.25_0.7_0.03_16000.0,0.25,0.7,0.03,16000.0,False,365,28,189.0,17396.44970414201,31269.414720974877,8245.544378698225,39514.9590996731,-22118.509395531088,-19413.91572503309,436605.2222258289,296102.2727272727,109940.5839427482,219670.1373479589,205283.85612891946,-1526.5057657431212,8334.0,-9860.50576574312,9150.90532544379
0.25_0.7_0.03_16000.0,0.25,0.7,0.03,16000.0,False,365,28,189.0,17396.44970414201,31269.414720974877,8245.544378698225,39514.9590996731,-22118.509395531088,-19413.91572503309,436605.2222258289,296102.2727272727,109940.5839427482,219670.1373479589,205283.85612891946,-1526.5057657431212,8334.0,-9860.50576574312,9150.90532544379
0.25_0.7_0.03_16000.0,0.25,0.7,0.03,16000.0,False,365,42,189.0,17396.44970414201,31269.414720974877,8245.544378698225,39514.9590996731,-22118.509395531088,-19413.91572503309,436605.2222258289,296102.2727272727,109940.5839427482,219670.1373479589,205283.85612891946,-1526.5057657431212,12501.0,-14027.50576574312,9150.90532544379
0.25_0.7_0.03_30000.0,0.25,0.7,0.03,30000.0,False,365,28,189.0,17396.44970414201,31269.414720974877,8245.544378698225,39514.9590996731,-22118.509395531088,-19413.91572503309,436605.2222258289,296102.2727272727,109940.5839427482,233670.1373479589,208923.85612891946,-1346.5057657431212,8334.0,-9680.50576574312,9150.90532544379
0.25_0.7_0.03_30000.0,0.25,0.7,0.03,30000.0,False,365,28,189.0,17396.44970414201,31269.414720974877,8245.544378698225,39514.9590996731,-22118.509395531088,-19413.91572503309,436605.2222258289,296102.2727272727,109940.5839427482,233670.1373479589,208923.85612891946,-1346.5057657431212,8334.0,-9680.50576574312,9150.90532544379
0.25_0.7_0.03_30000.0,0.25,0.7,0.03,30000.0,False,365,42,189.0,17396.44970414201,31269.414720974877,8245.544378698225,39514.9590996731,-22118.509395531088,-19413.91572503309,436605.2222258289,296102.2727272727,109940.5839427482,233670.1373479589,208923.85612891946,-1346.5057657431212,12501.0,-13847.50576574312,9150.90532544379
0.25_0.7_0.05_8000.0,0.25,0.7,0.05,8000.0,False,365,28,189.0,17396.44970414201,31269.414720974877,8245.544378698225,39514.9590996731,-22118.509395531088,-19413.91572503309,499520.6500429689,296102.2727272727,168451.93181268836,211670.1373479589,250012.93442487158,-8316.37409373628,8334.0,-16650.37409373628,9150.90532544379
0.25_0.7_0.05_8000.0,0.25,0.7,0.05,8000.0,False,365,28,189.0,17396.44970414201,31269.414720974877,8245.544378698225,39514.9590996731,-22118.509395531088,-19413.91572503309,499520.6500429689,296102.2727272727,168451.93181268836,211670.1373479589,250012.93442487158,-8316.37409373628,8334.0,-16650.37409373628,9150.90532544379
0.25_0.7_0.05_8000.0,0.25,0.7,0.05,8000.0,False,365,42,189.0,17396.44970414201,31269.414720974877,8245.544378698225,39514.9590996731,-22118.509395531088,-19413.91572503309,499520.6500429689,296102.2727272727,168451.93181268836,211670.1373479589,250012.93442487158,-8316.37409373628,12501.0,-20817.37409373628,9150.90532544379
0.25_0.7_0.05_16000.0,0.25,0.7,0.05,16000.0,False,365,28,189.0,17396.44970414201,31269.414720974877,8245.544378698225,39514.9590996731,-22118.509395531088,-19413.91572503309,499520.6500429689,296102.2727272727,168451.93181268836,219670.1373479589,252092.93442487158,-8213.516950879139,8334.0,-16547.516950879137,9150.90532544379
0.25_0.7_0.05_16000.0,0.25,0.7,0.05,16000.0,False,365,28,189.0,17396.44970414201,31269.414720974877,8245.544378698225,39514.9590996731,-22118.509395531088,-19413.91572503309,499520.6500429689,296102.2727272727,168451.93181268836,219670.1373479589,252092.93442487158,-8213.516950879139,8334.0,-16547.516950879137,9150.90532544379
0.25_0.7_0.05_16000.0,0.25,0.7,0.05,16000.0,False,365,42,189.0,17396.44970414201,31269.414720974877,8245.544378698225,39514.9590996731,-22118.509395531088,-19413.91572503309,499520.6500429689,296102.2727272727,168451.93181268836,219670.1373479589,252092.93442487158,-8213.516950879139,12501.0,-20714.516950879137,9150.90532544379
0.25_0.7_0.05_30000.0,0.25,0.7,0.05,30000.0,False,365,28,189.0,17396.44970414201,31269.414720974877,8245.544378698225,39514.9590996731,-22118.509395531088,-19413.91572503309,499520.6500429689,296102.2727272727,168451.93181268836,233670.1373479589,255732.93442487158,-8033.516950879138,8334.0,-16367.516950879137,9150.90532544379
0.25_0.7_0.05_30000.0,0.25,0.7,0.05,30000.0,False,365,28,189.0,17396.44970414201,31269.414720974877,8245.544378698225,39514.9590996731,-22118.509395531088,-19413.91572503309,499520.6500429689,296102.2727272727,168451.93181268836,233670.1373479589,255732.93442487158,-8033.516950879138,8334.0,-16367.516950879137,9150.90532544379
0.25_0.7_0.05_30000.0,0.25,0.7,0.05,30000.0,False,365,42,189.0,17396.44970414201,31269.414720974877,8245.544378698225,39514.9590996731,-22118.509395531088,-19413.91572503309,499520.6500429689,296102.2727272727,168451.93181268836,233670.1373479589,255732.93442487158,-8033.516950879138,12501.0,-20534.516950879137,9150.90532544379
0.25_0.75_0.01_8000.0,0.25,0.75,0.01,8000.0,False,365,28,202.5,18639.05325443787,31269.414720974877,8834.511834319526,40103.926555294405,-21464.873300856536,-18760.27963035854,380608.04999798856,296102.2727272727,57863.21377085667,207094.68468523704,161019.045341056,3743.4025378485385,8334.0,-4590.5974621514615,9804.541420118341
0.25_0.75_0.01_8000.0,0.25,0.75,0.01,8000.0,False,365,28,202.5,18639.05325443787,31269.414720974877,8834.511834319526,40103.926555294405,-21464.873300856536,-18760.27963035854,380608.04999798856,296102.2727272727,57863.21377085667,207094.68468523704,161019.045341056,3743.4025378485385,8334.0,-4590.5974621514615,9804.541420118341
0.25_0.75_0.01_8000.0,0.25,0.75,0.01,8000.0,False,365,42,202.5,18639.05325443787,31269.414720974877,8834.511834319526,40103.926555294405,-21464.873300856536,-18760.27963035854,380608.04999798856,296102.2727272727,57863.21377085667,207094.68468523704,161019.045341056,3743.4025378485385,12501.0,-8757.597462151462,9804.541420118341
0.25_0.75_0.01_16000.0,0.25,0.75,0.01,16000.0,False,365,28,202.5,18639.05325443787,31269.414720974877,8834.511834319526,40103.926555294405,-21464.873300856536,-18760.27963035854,380608.04999798856,296102.2727272727,57863.21377085667,215094.68468523707,163499.045341056,3789.1168235628243,8334.0,-4544.883176437175,9804.541420118341
0.25_0.75_0.01_16000.0,0.25,0.75,0.01,16000.0,False,365,28,202.5,18639.05325443787,31269.414720974877,8834.511834319526,40103.926555294405,-21464.873300856536,-18760.27963035854,380608.04999798856,296102.2727272727,57863.21377085667,215094.68468523707,163499.045341056,3789.1168235628243,8334.0,-4544.883176437175,9804.541420118341
0.25_0.75_0.01_16000.0,0.25,0.75,0.01,16000.0,False,365,42,202.5,18639.05325443787,31269.414720974877,8834.511834319526,40103.926555294405,-21464.873300856536,-18760.27963035854,380608.04999798856,296102.2727272727,57863.21377085667,215094.68468523707,163499.045341056,3789.1168235628243,12501.0,-8711.883176437175,9804.541420118341
0.25_0.75_0.01_30000.0,0.25,0.75,0.01,30000.0,False,365,28,202.5,18639.05325443787,31269.414720974877,8834.511834319526,40103.926555294405,-21464.873300856536,-18760.27963035854,380608.04999798856,296102.2727272727,57863.21377085667,229094.68468523707,167839.045341056,3869.1168235628243,8334.0,-4464.883176437175,9804.541420118341
0.25_0.75_0.01_30000.0,0.25,0.75,0.01,30000.0,False,365,28,202.5,18639.05325443787,31269.414720974877,8834.511834319526,40103.926555294405,-21464.873300856536,-18760.27963035854,380608.04999798856,296102.2727272727,57863.21377085667,229094.68468523707,167839.045341056,3869.1168235628243,8334.0,-4464.883176437175,9804.541420118341
0.25_0.75_0.01_30000.0,0.25,0.75,0.01,30000.0,False,365,42,202.5,18639.05325443787,31269.414720974877,8834.511834319526,40103.926555294405,-21464.873300856536,-18760.27963035854,380608.04999798856,296102.2727272727,57863.21377085667,229094.68468523707,167839.045341056,3869.1168235628243,12501.0,-8631.883176437175,9804.541420118341
0.25_0.75_0.03_8000.0,0.25,0.75,0.03,8000.0,False,365,28,202.5,18639.05325443787,31269.414720974877,8834.511834319526,40103.926555294405,-21464.873300856536,-18760.27963035854,436605.2222258289,296102.2727272727,109940.5839427482,207094.68468523704,201785.46580347567,-2080.3718139257026,8334.0,-10414.371813925703,9804.541420118341
0.25_0.75_0.03_8000.0,0.25,0.75,0.03,8000.0,False,365,28,202.5,18639.05325443787,31269.414720974877,8834.511834319526,40103.926555294405,-21464.873300856536,-18760.27963035854,436605.2222258289,296102.2727272727,109940.5839427482,207094.68468523704,201785.46580347567,-2080.3718139257026,8334.0,-10414.371813925703,9804.541420118341
0.25_0.75_0.03_8000.0,0.25,0.75,0.03,8000.0,False,365,42,202.5,18639.05325443787,31269.414720974877,8834.511834319526,40103.926555294405,-21464.873300856536,-18760.27963035854,436605.2222258289,296102.2727272727,109940.5839427482,207094.68468523704,201785.46580347567,-2080.3718139257026,12501.0,-14581.371813925703,9804.541420118341
0.25_0.75_0.03_16000.0,0.25,0.75,0.03,16000.0,False,365,28,202.5,18639.05325443787,31269.414720974877,8834.511834319526,40103.926555294405,-21464.873300856536,-18760.27963035854,436605.2222258289,296102.2727272727,109940.5839427482,215094.68468523707,203865.46580347567,-1977.5146710685597,8334.0,-10311.51467106856,9804.541420118341
0.25_0.75_0.03_16000.0,0.25,0.75,0.03,16000.0,False,365,28,202.5,18639.05325443787,31269.414720974877,8834.511834319526,40103.926555294405,-21464.873300856536,-18760.27963035854,436605.2222258289,296102.2727272727,109940.5839427482,215094.68468523707,203865.46580347567,-1977.5146710685597,8334.0,-10311.51467106856,9804.541420118341
0.25_0.75_0.03_16000.0,0.25,0.75,0.03,16000.0,False,365,42,202.5,18639.05325443787,31269.414720974877,8834.511834319526,40103.926555294405,-21464.873300856536,-18760.27963035854,436605.2222258289,296102.2727272727,109940.5839427482,215094.68468523707,203865.46580347567,-1977.5146710685597,12501.0,-14478.51467106856,9804.541420118341
0.25_0.75_0.03_30000.0,0.25,0.75,0.03,30000.0,False,365,28,202.5,18639.05325443787,31269.414720974877,8834.511834319526,40103.926555294405,-21464.873300856536,-18760.27963035854,436605.2222258289,296102.2727272727,109940.5839427482,229094.68468523707,207505.46580347567,-1797.5146710685597,8334.0,-10131.51467106856,9804.541420118341
0.25_0.75_0.03_30000.0,0.25,0.75,0.03,30000.0,False,365,28,202.5,18639.05325443787,31269.414720974877,8834.511834319526,40103.926555294405,-21464.873300856536,-18760.27963035854,436605.2222258289,296102.2727272727,109940.5839427482,229094.68468523707,207505.46580347567,-1797.5146710685597,8334.0,-10131.51467106856,9804.541420118341
0.25_0.75_0.03_30000.0,0.25,0.75,0.03,30000.0,False,365,42,202.5,18639.05325443787,31269.414720974877,8834.511834319526,40103.926555294405,-21464.873300856536,-18760.27963035854,436605.2222258289,296102.2727272727,109940.5839427482,229094.68468523707,207505.46580347567,-1797.5146710685597,12501.0,-14298.51467106856,9804.541420118341
0.25_0.75_0.05_8000.0,0.25,0.75,0.05,8000.0,False,365,28,202.5,18639.05325443787,31269.414720974877,8834.511834319526,40103.926555294405,-21464.873300856536,-18760.27963035854,499520.6500429689,296102.2727272727,168451.93181268836,207094.68468523704,248594.5440994278,-8767.38299906172,8334.0,-17101.38299906172,9804.541420118341
0.25_0.75_0.05_8000.0,0.25,0.75,0.05,8000.0,False,365,28,202.5,18639.05325443787,31269.414720974877,8834.511834319526,40103.926555294405,-21464.873300856536,-18760.27963035854,499520.6500429689,296102.2727272727,168451.93181268836,207094.68468523704,248594.5440994278,-8767.38299906172,8334.0,-17101.38299906172,9804.541420118341
0.25_0.75_0.05_8000.0,0.25,0.75,0.05,8000.0,False,365,42,202.5,18639.05325443787,31269.414720974877,8834.511834319526,40103.926555294405,-21464.873300856536,-18760.27963035854,499520.6500429689,296102.2727272727,168451.93181268836,207094.68468523704,248594.5440994278,-8767.38299906172,12501.0,-21268.38299906172,9804.541420118341
0.25_0.75_0.05_16000.0,0.25,0.75,0.05,16000.0,False,365,28,202.5,18639.05325443787,31269.414720974877,8834.511834319526,40103.926555294405,-21464.873300856536,-18760.27963035854,499520.6500429689,296102.2727272727,168451.93181268836,215094.68468523707,250674.54409942782,-8664.52585620458,8334.0,-16998.52585620458,9804.541420118341
0.25_0.75_0.05_16000.0,0.25,0.75,0.05,16000.0,False,365,28,202.5,18639.05325443787,31269.414720974877,8834.511834319526,40103.926555294405,-21464.873300856536,-18760.27963035854,499520.6500429689,296102.2727272727,168451.93181268836,215094.68468523707,250674.54409942782,-8664.52585620458,8334.0,-16998.52585620458,9804.541420118341
0.25_0.75_0.05_16000.0,0.25,0.75,0.05,16000.0,False,365,42,202.5,18639.05325443787,31269.414720974877,8834.511834319526,40103.926555294405,-21464.873300856536,-18760.27963035854,499520.6500429689,296102.2727272727,168451.93181268836,215094.68468523707,250674.54409942782,-8664.52585620458,12501.0,-21165.52585620458,9804.541420118341
0.25_0.75_0.05_30000.0,0.25,0.75,0.05,30000.0,False,365,28,202.5,18639.05325443787,31269.414720974877,8834.511834319526,40103.926555294405,-21464.873300856536,-18760.27963035854,499520.6500429689,296102.2727272727,168451.93181268836,229094.68468523707,254314.54409942782,-8484.52585620458,8334.0,-16818.52585620458,9804.541420118341
