key,weeks,appreciation,occupancy,furnish,rent_alternative,is_empty,net_cash_flow,avg_annual_econ_cost,econ_premium,net_sale_proceeds,gross_revenue,fixed_costs,variable_costs,tax_recapture,tax_ltcg,tax_saved_pal,sale_price
8_weeks_0.01_0.7_30000.0,8,0.01,0.7,30000.0,20000.0,False,-20679.041930443378,20722.038089947553,722.0380899475531,148030.27688347077,19793.421052631576,31686.509035706535,8785.95394736842,14465.803442714168,0.0,67389.24979262378,380608.04999798856
8_weeks_0.03_0.7_8000.0,8,0.03,0.7,8000.0,20000.0,False,-20679.041930443378,11629.692309601885,-8370.307690398115,181976.69734589045,19793.421052631576,31686.509035706535,8785.95394736842,18943.18181818182,6833.571334004184,60569.24979262378,436605.2222258289
8_weeks_0.03_0.7_16000.0,8,0.03,0.7,16000.0,20000.0,False,-20679.041930443378,12875.406595316172,-7124.593404683828,184056.69734589045,19793.421052631576,31686.509035706535,8785.95394736842,20943.18181818182,5233.571334004184,63049.24979262378,436605.2222258289
8_weeks_0.03_0.7_30000.0,8,0.03,0.7,30000.0,20000.0,False,-20679.041930443378,15055.406595316172,-4944.593404683828,187696.69734589045,19793.421052631576,31686.509035706535,8785.95394736842,24443.18181818182,2433.571334004184,67389.24979262378,436605.2222258289
8_weeks_0.05_0.7_8000.0,8,0.05,0.7,8000.0,20000.0,False,-20679.041930443378,4942.681124465868,-15057.318875534133,228785.77564184257,19793.421052631576,31686.509035706535,8785.95394736842,18943.18181818182,18535.840907992217,60569.24979262378,499520.6500429689
8_weeks_0.05_0.7_16000.0,8,0.05,0.7,16000.0,20000.0,False,-20679.041930443378,6188.395410180155,-13811.604589819846,230865.77564184257,19793.421052631576,31686.509035706535,8785.95394736842,20943.18181818182,16935.840907992217,63049.24979262378,499520.6500429689
8_weeks_0.05_0.7_30000.0,8,0.05,0.7,30000.0,20000.0,False,-20679.041930443378,8368.395410180154,-11631.604589819846,234505.77564184257,19793.421052631576,31686.509035706535,8785.95394736842,24443.18181818182,14135.840907992217,67389.24979262378,499520.6500429689
8_weeks_0.01_0.75_8000.0,8,0.01,0.75,8000.0,20000.0,False,-19674.222851496004,16760.14149690244,-3239.858503097559,139029.81948215494,21207.236842105263,31686.509035706535,9194.950657894737,14465.803442714168,0.0,58388.792391307965,380608.04999798856
8_weeks_0.01_0.75_16000.0,8,0.01,0.75,16000.0,20000.0,False,-19674.222851496004,17948.71292547387,-2051.2870745261316,141509.81948215494,21207.236842105263,31686.509035706535,9194.950657894737,14465.803442714168,0.0,60868.792391307965,380608.04999798856
8_weeks_0.01_0.75_30000.0,8,0.01,0.75,30000.0,20000.0,False,-19674.222851496004,20028.71292547387,28.71292547386838,145849.81948215494,21207.236842105263,31686.509035706535,9194.950657894737,14465.803442714168,0.0,65208.792391307965,380608.04999798856
