blinded_facility_id,month_year,ndc11,reference_number,spend,units,source_flag
FAC_00001,2025-11,65219011910,,0.0,0.0,WHOLESALER
FAC_00001,2025-11,65219014410,,0.0,0.0,WHOLESALER
FAC_00001,2025-11,65219014810,,0.0,0.0,WHOLESALER
FAC_00001,2025-11,65219024050,,0.0,0.0,WHOLESALER
FAC_00001,2025-11,65219045830,,0.0,0.0,WHOLESALER
FAC_00001,2025-11,65219046850,,0.0,0.0,WHOLESALER
FAC_00001,2025-11,65219047030,,0.0,0.0,WHOLESALER
FAC_00001,2025-11,65219047220,,0.0,0.0,WHOLESALER
FAC_00001,2025-11,65219047410,,0.0,0.0,WHOLESALER
FAC_00001,2025-11,65219047910,,0.0,0.0,WHOLESALER
FAC_00001,2025-12,63323062610,,0.0,0.0,WHOLESALER
FAC_00001,2025-12,63323068310,,0.0,0.0,WHOLESALER
FAC_00001,2025-12,63323068610,,0.0,0.0,WHOLESALER
FAC_00001,2025-12,63323068810,,0.0,0.0,WHOLESALER
FAC_00001,2025-12,63323082474,,272.2,2.0,WHOLESALER
FAC_00001,2025-12,63323082476,,61.0,1.0,WHOLESALER
FAC_00001,2025-12,63323086910,,0.0,0.0,WHOLESALER
FAC_00001,2025-12,63323087310,,0.0,0.0,WHOLESALER
FAC_00001,2025-12,65219011810,,0.0,0.0,WHOLESALER
FAC_00001,2025-12,65219011910,,0.0,0.0,WHOLESALER
FAC_00001,2025-12,65219014410,,0.0,0.0,WHOLESALER
FAC_00001,2025-12,65219014810,,0.0,0.0,WHOLESALER
FAC_00001,2025-12,65219015310,,0.0,0.0,WHOLESALER
FAC_00001,2025-12,65219023825,,0.0,0.0,WHOLESALER
FAC_00001,2025-12,65219045830,,0.0,0.0,WHOLESALER
FAC_00001,2025-12,65219046020,,0.0,0.0,WHOLESALER
FAC_00001,2025-12,65219047030,,0.0,0.0,WHOLESALER
FAC_00001,2025-12,65219047410,,0.0,0.0,WHOLESALER
FAC_00002,2024-01,2D0737,34813,370.16,7.0,ERP
FAC_00002,2024-02,2D0737,34813,132.0,4.0,ERP
FAC_00002,2024-02,2D0737,34813,264.0,8.0,ERP
FAC_00002,2024-03,2D0737,34813,231.0,7.0,ERP
FAC_00002,2024-04,2D0737,34813,297.0,9.0,ERP
FAC_00002,2024-05,2D0737,34813,198.0,6.0,ERP
FAC_00002,2024-06,2D0737,34813,99.0,3.0,ERP
FAC_00002,2024-07,2D0737,34813,165.0,5.0,ERP
FAC_00002,2024-08,2D0737,34813,99.0,3.0,ERP
FAC_00002,2024-09,2D0737,34813,99.0,3.0,ERP
FAC_00002,2024-10,2D0737,34813,198.0,6.0,ERP
FAC_00002,2024-11,2D0737,34813,33.0,1.0,ERP
FAC_00002,2025-01,2D0737,34813,33.0,1.0,ERP
FAC_00002,2025-02,2D0737,34813,66.0,2.0,ERP
FAC_00002,2025-03,2D0737,34813,198.0,6.0,ERP
FAC_00002,2025-05,2D0737,34813,66.0,2.0,ERP
FAC_00002,2025-06,2D0737,34813,33.0,1.0,ERP
FAC_00002,2025-07,2D0737,34813,165.0,5.0,ERP
FAC_00002,2025-09,63323017876,,48.62,1.0,WHOLESALER
FAC_00003,2024-06,2F7114,40992,138.2,5.0,ERP
FAC_00003,2024-07,2F7114,40992,263.08,4.0,ERP
FAC_00003,2024-11,2F7114,40992,27.58,1.0,ERP
FAC_00003,2024-12,2F7114,40992,53.43,13.0,ERP
FAC_00003,2025-01,2F7114,40992,27.64,1.0,ERP
FAC_00003,2025-01,63323053075,,0.0,0.0,WHOLESALER
FAC_00003,2025-03,2F7114,40992,48.6,1.0,ERP
FAC_00003,2025-04,2F7114,40992,145.8,3.0,ERP
FAC_00003,2025-04,63323053075,,71.57,1.0,WHOLESALER
FAC_00003,2025-05,2F7114,40992,48.6,1.0,ERP
FAC_00003,2025-06,2F7114,40992,97.2,2.0,ERP
FAC_00003,2025-07,2F7114,40992,152.82,3.0,ERP
FAC_00004,2025-10,65219022450,,152.32,2.0,WHOLESALER
FAC_00004,2025-12,65219022450,,304.48,4.0,WHOLESALER
FAC_00005,2024-04,63323082474,,67.48,1.0,WHOLESALER
FAC_00005,2024-10,63323062610,,28.41,1.0,WHOLESALER
FAC_00005,2025-01,65219045660,,0.0,0.0,WHOLESALER
FAC_00005,2025-02,65219045660,,150.05,1.0,WHOLESALER
FAC_00005,2025-03,65219046850,,151.5,1.0,WHOLESALER
FAC_00005,2025-05,65219047220,,105.22,2.0,WHOLESALER
FAC_00005,2025-06,63323082474,,69.05,1.0,WHOLESALER
FAC_00005,2025-09,65219047220,,52.61,1.0,WHOLESALER
FAC_00005,2025-12,63323062610,,29.53,1.0,WHOLESALER
FAC_00006,2024-07,63323053075,,38.78,1.0,WHOLESALER
FAC_00006,2024-08,2F7114,40992,26.63,1.0,ERP
FAC_00006,2024-10,63323053075,,38.78,1.0,WHOLESALER
FAC_00006,2025-01,63323053075,,38.77,1.0,WHOLESALER
FAC_00006,2025-02,2F7114,40992,26.76,1.0,ERP
FAC_00006,2025-03,63323087374,,38.77,1.0,WHOLESALER
FAC_00006,2025-04,63323053075,,38.77,1.0,WHOLESALER
FAC_00006,2025-07,2F7114,40992,192.41000000000005,50.0,ERP
FAC_00006,2025-08,2F7114,40992,312.76000000000005,81.0,ERP
FAC_00006,2025-09,2F7114,40992,258.43,67.0,ERP
FAC_00006,2025-10,2F7114,40992,299.06,80.0,ERP
FAC_00006,2025-11,2F7114,40992,175.20999999999998,48.0,ERP
FAC_00006,2025-12,2F7114,40992,316.03,84.0,ERP
FAC_00007,2024-03,65219047410,,264.22,11.0,WHOLESALER
FAC_00007,2025-07,63323017876,,34.32,1.0,WHOLESALER
FAC_00007,2025-08,65219046450,,73.34,1.0,WHOLESALER
FAC_00007,2025-12,63323017876,,34.32,1.0,WHOLESALER
FAC_00008,2025-07,2D0737,34813,693.0,22.0,ERP
FAC_00008,2025-08,2D0737,34813,472.5,15.0,ERP
FAC_00008,2025-09,2D0737,34813,693.0,22.0,ERP
FAC_00008,2025-10,2D0737,34813,630.0,20.0,ERP
FAC_00008,2025-11,2D0737,34813,945.0,30.0,ERP
FAC_00008,2025-12,2D0737,34813,787.5,25.0,ERP
FAC_00009,2024-01,2D0737,34813,33.3,6.0,ERP
FAC_00009,2024-01,2F7114,40992,407.9,10.0,ERP
FAC_00009,2024-01,63323066910,,32.6,1.0,WHOLESALER
FAC_00009,2024-02,2D0737,34813,99.9,18.0,ERP
FAC_00009,2024-03,2D0737,34813,199.8,36.0,ERP
FAC_00009,2024-03,63323066910,,32.59,1.0,WHOLESALER
FAC_00009,2024-04,2D0737,34813,133.2,24.0,ERP
FAC_00009,2024-05,2D0737,34813,66.6,12.0,ERP
FAC_00009,2024-06,2D0737,34813,133.2,24.0,ERP
FAC_00009,2024-07,2D0737,34813,66.6,12.0,ERP
FAC_00009,2024-07,65219011910,,83.93,1.0,WHOLESALER
FAC_00009,2024-08,65219011910,,83.93,1.0,WHOLESALER
FAC_00009,2024-09,2D0737,34813,166.5,20.0,ERP
FAC_00009,2024-09,63323066910,,32.56,1.0,WHOLESALER
FAC_00009,2024-10,2D0737,34813,133.2,24.0,ERP
FAC_00009,2024-11,2D0737,34813,299.7,54.0,ERP
FAC_00009,2024-12,2D0737,34813,382.9500000000001,69.0,ERP
FAC_00009,2024-12,63323066910,,0.0,0.0,WHOLESALER
FAC_00009,2024-12,65219025810,,883.66,2.0,WHOLESALER
FAC_00009,2025-01,2D0737,34813,499.5,90.0,ERP
FAC_00009,2025-01,63323066910,,0.0,0.0,WHOLESALER
FAC_00009,2025-02,2D0737,34813,333.0,60.0,ERP
FAC_00009,2025-03,2D0737,34813,299.7,54.0,ERP
FAC_00009,2025-03,65219025810,,441.83,1.0,WHOLESALER
FAC_00009,2025-04,2D0737,34813,133.2,24.0,ERP
FAC_00009,2025-05,2D0737,34813,266.4,48.0,ERP
FAC_00009,2025-06,2D0737,34813,266.4,48.0,ERP
FAC_00009,2025-07,2D0737,34813,199.8,36.0,ERP
FAC_00009,2025-08,2D0737,34813,133.2,24.0,ERP
FAC_00009,2025-09,2D0737,34813,199.8,36.0,ERP
FAC_00009,2025-10,2D0737,34813,199.8,36.0,ERP
FAC_00009,2025-11,2D0737,34813,254.1,42.0,ERP
FAC_00009,2025-12,2D0737,34813,145.2,24.0,ERP
FAC_00010,2024-10,65219014410,,58.48,1.0,WHOLESALER
FAC_00011,2024-01,63323068810,,164.28,4.0,WHOLESALER
FAC_00011,2024-04,63323017876,,34.32,1.0,WHOLESALER
FAC_00011,2024-08,63323053075,,39.9,1.0,WHOLESALER
FAC_00011,2024-08,63323068310,,73.0,2.0,WHOLESALER
FAC_00011,2024-10,63323017876,,34.32,1.0,WHOLESALER
FAC_00011,2024-10,63323068310,,73.0,2.0,WHOLESALER
FAC_00011,2024-10,63323068810,,43.5,1.0,WHOLESALER
FAC_00011,2024-10,63323086910,,56.4,2.0,WHOLESALER
FAC_00011,2024-10,63323087074,,21.0,1.0,WHOLESALER
FAC_00011,2024-10,65219047410,,0.0,0.0,WHOLESALER
FAC_00011,2024-10,65219047910,,0.0,0.0,WHOLESALER
FAC_00011,2024-11,63323087375,,59.4,1.0,WHOLESALER
FAC_00011,2025-07,63323062610,,22.23,1.0,WHOLESALER
FAC_00011,2025-12,63323068810,,89.0,2.0,WHOLESALER
FAC_00012,2024-01,2F7114,40992,21.6,0.0,ERP
FAC_00012,2024-01,63323068310,,44.44,1.0,WHOLESALER
FAC_00012,2024-03,2F7114,40992,21.96,24.0,ERP
FAC_00012,2024-04,2F7114,40992,43.2,24.0,ERP
FAC_00012,2024-05,2F7114,40992,43.559999999999995,36.0,ERP
FAC_00012,2024-06,63323087310,,34.05,1.0,WHOLESALER
FAC_00012,2024-07,2F7114,40992,21.6,12.0,ERP
FAC_00012,2024-08,2F7114,40992,41.400000000000006,23.0,ERP
FAC_00012,2024-09,2F7114,40992,45.0,25.0,ERP
FAC_00012,2024-10,2F7114,40992,30.6,17.0,ERP
FAC_00012,2024-10,65219047410,,41.95,1.0,WHOLESALER
FAC_00012,2024-10,65219047910,,37.74,1.0,WHOLESALER
FAC_00012,2024-11,2F7114,40992,18.21,17.0,ERP
FAC_00012,2024-12,2F7114,40992,69.23,23.0,ERP
FAC_00012,2024-12,65219022450,,0.0,0.0,WHOLESALER
FAC_00012,2024-12,65219047220,,0.0,0.0,WHOLESALER
FAC_00012,2024-12,65219047410,,0.0,0.0,WHOLESALER
FAC_00012,2024-12,65219047910,,0.0,0.0,WHOLESALER
FAC_00012,2025-01,2F7114,40992,170.72000000000003,44.0,ERP
FAC_00012,2025-01,65219047910,,0.0,0.0,WHOLESALER
FAC_00012,2025-02,2F7114,40992,-14.740000000000002,0.0,ERP
FAC_00012,2025-02,63323068610,,0.0,0.0,WHOLESALER
FAC_00012,2025-02,63323086910,,0.0,0.0,WHOLESALER
FAC_00012,2025-02,65219047910,,0.0,0.0,WHOLESALER
FAC_00012,2025-03,2F7114,40992,49.94,44.0,ERP
FAC_00012,2025-04,2F7114,40992,38.95,19.0,ERP
FAC_00012,2025-04,63323086910,,68.86,2.0,WHOLESALER
FAC_00012,2025-04,65219014810,,99.64,1.0,WHOLESALER
FAC_00012,2025-05,2F7114,40992,24.6,12.0,ERP
FAC_00012,2025-05,63323068810,,0.0,0.0,WHOLESALER
FAC_00012,2025-06,2F7114,40992,49.2,24.0,ERP
FAC_00012,2025-07,2F7114,40992,98.4,48.0,ERP
FAC_00012,2025-08,2F7114,40992,49.2,24.0,ERP
FAC_00012,2025-09,2F7114,40992,49.2,24.0,ERP
FAC_00012,2025-09,63323062610,,28.41,1.0,WHOLESALER
FAC_00012,2025-10,2F7114,40992,147.60000000000002,72.0,ERP
FAC_00012,2025-10,2F7114,40992,21.7,1.0,ERP
FAC_00012,2025-12,2F7114,40992,49.2,24.0,ERP
FAC_00012,2025-12,65219047910,,0.0,0.0,WHOLESALER
FAC_00013,2024-01,2F7114,40992,559.71,27.0,ERP
FAC_00013,2024-02,2D0737,34813,132.0,4.0,ERP
FAC_00013,2024-02,2F7114,40992,414.6,20.0,ERP
FAC_00013,2024-03,2F7114,40992,642.63,31.0,ERP
FAC_00013,2024-04,2D0737,34813,165.0,5.0,ERP
FAC_00013,2024-04,2F7114,40992,476.7900000000001,23.0,ERP
FAC_00013,2024-05,2D0737,34813,264.0,8.0,ERP
FAC_00013,2024-05,2F7114,40992,648.96,16.0,ERP
FAC_00013,2024-05,2F7114,40992,435.33,21.0,ERP
FAC_00013,2024-06,2D0737,34813,66.0,2.0,ERP
FAC_00013,2024-06,2F7114,40992,538.98,26.0,ERP
FAC_00013,2024-07,2D0737,34813,99.0,3.0,ERP
FAC_00013,2024-07,2F7114,40992,62.19,3.0,ERP
FAC_00013,2024-07,2F7114,40992,703.82,34.0,ERP
FAC_00013,2024-08,2D0737,34813,99.0,3.0,ERP
FAC_00013,2024-08,2F7114,40992,698.02,34.0,ERP
FAC_00013,2024-08,2F7114,40992,62.19,3.0,ERP
FAC_00013,2024-08,63323053075,,38.4,1.0,WHOLESALER
FAC_00013,2024-09,2D0737,34813,132.0,4.0,ERP
FAC_00013,2024-09,2F7114,40992,533.78,26.0,ERP
FAC_00013,2024-10,2D0737,34813,99.0,3.0,ERP
FAC_00013,2024-10,2F7114,40992,410.6,20.0,ERP
FAC_00013,2024-10,2F7114,40992,184.77,9.0,ERP
FAC_00013,2024-10,63323053075,,38.4,1.0,WHOLESALER
FAC_00013,2024-11,2D0737,34813,165.0,5.0,ERP
FAC_00013,2024-11,2F7114,40992,184.77,9.0,ERP
FAC_00013,2024-11,2F7114,40992,164.24,8.0,ERP
FAC_00013,2024-12,2F7114,40992,246.36,12.0,ERP
FAC_00013,2025-01,2D0737,34813,231.0,7.0,ERP
FAC_00013,2025-01,2F7114,40992,307.95000000000005,15.0,ERP
FAC_00013,2025-02,2D0737,34813,165.0,5.0,ERP
FAC_00013,2025-02,2F7114,40992,399.42,18.0,ERP
FAC_00013,2025-03,2D0737,34813,66.0,2.0,ERP
FAC_00013,2025-03,2F7114,40992,253.22,11.0,ERP
FAC_00013,2025-04,2D0737,34813,132.0,4.0,ERP
FAC_00013,2025-04,2F7114,40992,464.2399999999999,22.0,ERP
FAC_00013,2025-05,2D0737,34813,165.0,5.0,ERP
FAC_00013,2025-05,2F7114,40992,470.02,36.0,ERP
FAC_00013,2025-05,2F7114,40992,115.1,5.0,ERP
FAC_00013,2025-05,63323053075,,38.45,1.0,WHOLESALER
FAC_00013,2025-06,2F7114,40992,552.48,24.0,ERP
FAC_00013,2025-07,2D0737,34813,66.0,2.0,ERP
FAC_00013,2025-07,2F7114,40992,552.48,24.0,ERP
FAC_00013,2025-08,2F7114,40992,552.48,24.0,ERP
FAC_00013,2025-09,2D0737,34813,66.0,2.0,ERP
FAC_00013,2025-09,2F7114,40992,759.66,33.0,ERP
FAC_00013,2025-10,2D0737,34813,165.0,5.0,ERP
FAC_00013,2025-10,2F7114,40992,782.68,34.0,ERP
FAC_00013,2025-10,63323053075,,38.43,1.0,WHOLESALER
FAC_00013,2025-11,2D0737,34813,99.0,3.0,ERP
FAC_00013,2025-11,2F7114,40992,483.42,21.0,ERP
FAC_00013,2025-12,2D0737,34813,66.0,2.0,ERP
FAC_00013,2025-12,2F7114,40992,575.5,25.0,ERP
FAC_00014,2025-05,63323053075,,42.0,1.0,WHOLESALER
FAC_00014,2025-08,63323053075,,55.8,1.0,WHOLESALER
FAC_00015,2024-06,63323053075,,74.4,1.0,WHOLESALER
FAC_00015,2024-09,63323053075,,132.59,2.0,WHOLESALER
FAC_00015,2024-10,63323062610,,0.0,0.0,WHOLESALER
FAC_00015,2024-10,65219047910,,0.0,0.0,WHOLESALER
FAC_00015,2025-01,65219047910,,0.0,0.0,WHOLESALER
FAC_00015,2025-05,63323053075,,58.19,1.0,WHOLESALER
FAC_00016,2025-05,63323062610,,25.23,1.0,WHOLESALER
FAC_00017,2024-01,65219047030,,835.6800000000001,12.0,WHOLESALER
FAC_00017,2024-01,65219047220,,391.76,8.0,WHOLESALER
FAC_00017,2024-01,65219047410,,54.9,2.0,WHOLESALER
FAC_00017,2024-02,65219047030,,1392.8,20.0,WHOLESALER
FAC_00017,2024-02,65219047220,,342.78999999999996,7.0,WHOLESALER
FAC_00017,2024-02,65219047410,,54.9,2.0,WHOLESALER
FAC_00017,2024-03,65219047030,,974.96,14.0,WHOLESALER
FAC_00017,2024-03,65219047220,,293.82,6.0,WHOLESALER
FAC_00017,2024-03,65219047410,,27.45,1.0,WHOLESALER
FAC_00017,2024-04,65219047030,,1392.8,20.0,WHOLESALER
FAC_00017,2024-04,65219047220,,587.64,12.0,WHOLESALER
FAC_00017,2024-04,65219047410,,27.45,1.0,WHOLESALER
FAC_00017,2024-07,65219047030,,278.56,4.0,WHOLESALER
FAC_00017,2024-08,65219047030,,278.56,4.0,WHOLESALER
FAC_00017,2024-09,65219047030,,1462.4399999999998,21.0,WHOLESALER
FAC_00017,2024-09,65219047220,,293.82,6.0,WHOLESALER
FAC_00017,2024-09,65219047410,,82.35,3.0,WHOLESALER
FAC_00017,2024-10,65219023610,,0.0,0.0,WHOLESALER
FAC_00017,2024-10,65219047030,,0.0,0.0,WHOLESALER
FAC_00017,2024-11,65219024050,,0.0,0.0,WHOLESALER
FAC_00017,2024-11,65219045830,,0.0,0.0,WHOLESALER
FAC_00017,2024-11,65219047030,,0.0,0.0,WHOLESALER
FAC_00017,2024-11,65219047220,,0.0,0.0,WHOLESALER
FAC_00017,2024-12,65219024050,,0.0,0.0,WHOLESALER
FAC_00017,2024-12,65219046020,,0.0,0.0,WHOLESALER
FAC_00017,2025-01,65219047030,,0.0,0.0,WHOLESALER
FAC_00017,2025-01,65219047220,,0.0,0.0,WHOLESALER
FAC_00017,2025-01,65219047720,,0.0,0.0,WHOLESALER
FAC_00017,2025-02,65219022010,,0.0,0.0,WHOLESALER
FAC_00017,2025-02,65219024050,,249.66,3.0,WHOLESALER
FAC_00017,2025-02,65219045830,,369.68,4.0,WHOLESALER
FAC_00017,2025-03,65219024050,,249.66,3.0,WHOLESALER
FAC_00017,2025-03,65219046850,,303.0,2.0,WHOLESALER
FAC_00017,2025-03,65219047030,,1392.8,20.0,WHOLESALER
FAC_00017,2025-03,65219047410,,54.9,2.0,WHOLESALER
FAC_00017,2025-04,65219022010,,0.0,0.0,WHOLESALER
FAC_00017,2025-04,65219024050,,100.52,1.0,WHOLESALER
FAC_00017,2025-04,65219045830,,253.12,4.0,WHOLESALER
FAC_00017,2025-04,65219046850,,182.99,1.0,WHOLESALER
FAC_00017,2025-04,65219047030,,208.92,3.0,WHOLESALER
FAC_00017,2025-05,65219022450,,227.76,2.0,WHOLESALER
FAC_00017,2025-05,65219024050,,301.56,3.0,WHOLESALER
FAC_00017,2025-05,65219045660,,150.05,1.0,WHOLESALER
FAC_00017,2025-05,65219045830,,379.68,6.0,WHOLESALER
FAC_00017,2025-05,65219046660,,654.42,3.0,WHOLESALER
FAC_00017,2025-05,65219046850,,731.96,4.0,WHOLESALER
FAC_00017,2025-05,65219047030,,696.4,10.0,WHOLESALER
FAC_00017,2025-05,65219047410,,27.45,1.0,WHOLESALER
FAC_00017,2025-06,65219045830,,379.68,6.0,WHOLESALER
FAC_00017,2025-06,65219046850,,365.98,2.0,WHOLESALER
FAC_00017,2025-06,65219047030,,557.12,8.0,WHOLESALER
FAC_00017,2025-06,65219047220,,97.94,2.0,WHOLESALER
