blinded_facility_id,source_coverage,combined_spend,combined_units,tae_total_spend,tae_total_units,tae_months,tae_vendors,rb_total_spend,rb_total_units,rb_months,rb_ndcs
FAC_0485,BOTH,12261.94,467.0,12203.460000000001,466.0,21.0,2.0,58.48,1.0,1.0,1.0
FAC_0486,BOTH,12214.848999999998,2329.0,4630.039,2301.0,11.0,2.0,7584.8099999999995,28.0,10.0,6.0
FAC_0487,BOTH,12213.01,511.0,10398.66,483.0,20.0,2.0,1814.35,28.0,16.0,12.0
FAC_0488,BOTH,12185.199999999999,2192.0,11412.72,2181.0,11.0,1.0,772.48,11.0,7.0,6.0
FAC_0489,BOTH,12168.16,430.0,11552.66,422.0,15.0,1.0,615.5,8.0,9.0,9.0
FAC_0490,BOTH,12101.550000000001,333.0,9307.2,284.0,22.0,1.0,2794.35,49.0,14.0,3.0
FAC_0491,BOTH,11948.34,314.0,10635.03,292.0,23.0,4.0,1313.31,22.0,10.0,10.0
FAC_0492,TAE_ONLY,11935.23,514.0,11935.23,514.0,24.0,2.0,0.0,0.0,,
FAC_0493,BOTH,11927.81,418.0,11657.91,414.0,21.0,4.0,269.9,4.0,6.0,3.0
FAC_0494,RB_ONLY,11925.6,148.0,0.0,0.0,,,11925.6,148.0,15.0,6.0
FAC_0495,BOTH,11895.775,284.0,4555.745,200.0,19.0,1.0,7340.03,84.0,22.0,10.0
FAC_0496,BOTH,11711.42,361.0,10446.48,334.0,24.0,5.0,1264.9399999999998,27.0,3.0,4.0
FAC_0497,BOTH,11680.31,2959.0,11403.9,2953.0,23.0,1.0,276.41,6.0,3.0,2.0
FAC_0498,TAE_ONLY,11616.493999999999,2253.0,11616.493999999999,2253.0,14.0,2.0,0.0,0.0,,
FAC_0499,BOTH,11604.19,494.0,9847.12,468.0,16.0,1.0,1757.07,26.0,16.0,14.0
FAC_0500,BOTH,11354.77,378.0,10897.43,369.0,24.0,4.0,457.34000000000003,9.0,4.0,4.0
FAC_0501,TAE_ONLY,11339.453,1989.0,11339.453,1989.0,24.0,1.0,0.0,0.0,,
FAC_0502,BOTH,11324.83,304.0,11132.1,297.0,23.0,3.0,192.73000000000002,7.0,1.0,2.0
FAC_0503,BOTH,11298.12,242.0,9997.37,222.0,14.0,1.0,1300.75,20.0,13.0,7.0
FAC_0504,RB_ONLY,11168.37,217.0,0.0,0.0,,,11168.37,217.0,22.0,26.0
FAC_0505,RB_ONLY,11164.855,184.0,0.0,0.0,,,11164.855,184.0,22.0,41.0
FAC_0506,TAE_ONLY,11155.58,6303.0,11155.58,6303.0,20.0,1.0,0.0,0.0,,
FAC_0507,BOTH,11138.720000000001,346.0,10923.1,341.0,20.0,1.0,215.62,5.0,3.0,2.0
FAC_0508,BOTH,11137.210000000001,275.0,10988.19,273.0,6.0,1.0,149.01999999999998,2.0,1.0,2.0
FAC_0509,BOTH,11083.95,3658.0,11058.17,3657.0,24.0,1.0,25.78,1.0,1.0,1.0
FAC_0510,BOTH,10924.62,343.0,9178.84,312.0,8.0,2.0,1745.78,31.0,7.0,8.0
FAC_0511,BOTH,10916.949999999999,379.0,10572.05,366.0,21.0,3.0,344.9,13.0,9.0,5.0
FAC_0512,TAE_ONLY,10912.12,437.0,10912.12,437.0,23.0,4.0,0.0,0.0,,
FAC_0513,BOTH,10866.437,768.0,10378.457,759.0,24.0,1.0,487.98,9.0,7.0,8.0
FAC_0514,TAE_ONLY,10832.67,357.0,10832.67,357.0,13.0,2.0,0.0,0.0,,
FAC_0515,RB_ONLY,10799.37,272.0,0.0,0.0,,,10799.37,272.0,10.0,2.0
FAC_0516,BOTH,10794.07,1075.0,9426.65,1059.0,24.0,1.0,1367.42,16.0,4.0,3.0
FAC_0517,TAE_ONLY,10750.3,471.0,10750.3,471.0,11.0,3.0,0.0,0.0,,
FAC_0518,RB_ONLY,10728.65,269.0,0.0,0.0,,,10728.65,269.0,9.0,2.0
FAC_0519,TAE_ONLY,10607.189999999999,354.0,10607.189999999999,354.0,6.0,1.0,0.0,0.0,,
FAC_0520,RB_ONLY,10493.89,163.0,0.0,0.0,,,10493.89,163.0,12.0,7.0
FAC_0521,BOTH,10403.888,1813.0,9787.198,1800.0,23.0,1.0,616.69,13.0,10.0,5.0
FAC_0522,BOTH,10380.9,486.0,10355.99,485.0,22.0,2.0,24.91,1.0,8.0,6.0
FAC_0523,TAE_ONLY,10367.8,327.0,10367.8,327.0,24.0,3.0,0.0,0.0,,
FAC_0524,TAE_ONLY,10346.0,122.0,10346.0,122.0,18.0,1.0,0.0,0.0,,
FAC_0525,TAE_ONLY,10330.17,641.0,10330.17,641.0,24.0,1.0,0.0,0.0,,
FAC_0526,BOTH,10319.92,3298.0,10245.52,3297.0,12.0,5.0,74.4,1.0,1.0,1.0
FAC_0527,BOTH,10306.79,249.0,10265.02,248.0,18.0,3.0,41.77,1.0,1.0,1.0
FAC_0528,RB_ONLY,10299.11,228.0,0.0,0.0,,,10299.11,228.0,13.0,22.0
FAC_0529,TAE_ONLY,10277.51,2240.0,10277.51,2240.0,20.0,4.0,0.0,0.0,,
FAC_0530,TAE_ONLY,10208.52,370.0,10208.52,370.0,20.0,1.0,0.0,0.0,,
FAC_0531,TAE_ONLY,10170.65,1401.0,10170.65,1401.0,24.0,1.0,0.0,0.0,,
FAC_0532,BOTH,10057.99,296.0,10024.92,295.0,24.0,3.0,33.07,1.0,1.0,1.0
FAC_0533,BOTH,10048.75,2493.0,9854.77,2491.0,6.0,1.0,193.98,2.0,2.0,1.0
FAC_0534,TAE_ONLY,10026.42,1488.0,10026.42,1488.0,10.0,1.0,0.0,0.0,,
FAC_0535,BOTH,9986.43,250.0,5923.679999999999,172.0,8.0,2.0,4062.75,78.0,11.0,10.0
FAC_0536,TAE_ONLY,9978.308,354.0,9978.308,354.0,23.0,4.0,0.0,0.0,,
FAC_0537,TAE_ONLY,9974.91,229.0,9974.91,229.0,24.0,1.0,0.0,0.0,,
FAC_0538,BOTH,9951.89,225.0,8398.97,193.0,6.0,1.0,1552.9199999999998,32.0,14.0,8.0
FAC_0539,BOTH,9950.73,332.0,8991.48,314.0,12.0,3.0,959.25,18.0,9.0,7.0
FAC_0540,TAE_ONLY,9927.86,247.0,9927.86,247.0,12.0,2.0,0.0,0.0,,
FAC_0541,BOTH,9867.410000000002,4060.0,9701.87,4059.0,24.0,2.0,165.54,1.0,1.0,1.0
FAC_0542,BOTH,9856.33,295.0,9334.28,289.0,16.0,2.0,522.05,6.0,3.0,16.0
FAC_0543,BOTH,9777.6,419.0,9406.9,408.0,21.0,4.0,370.7,11.0,8.0,6.0
FAC_0544,BOTH,9774.081,1520.0,7263.271,1461.0,23.0,2.0,2510.81,59.0,18.0,7.0
FAC_0545,TAE_ONLY,9729.63,324.0,9729.63,324.0,17.0,3.0,0.0,0.0,,
FAC_0546,TAE_ONLY,9688.720000000001,2991.0,9688.720000000001,2991.0,21.0,1.0,0.0,0.0,1.0,1.0
FAC_0547,BOTH,9681.140000000001,377.0,9267.78,373.0,24.0,3.0,413.36,4.0,2.0,2.0
FAC_0548,RB_ONLY,9645.4,248.0,0.0,0.0,,,9645.4,248.0,10.0,4.0
FAC_0549,BOTH,9644.689999999999,4118.0,9389.029999999999,4113.0,24.0,1.0,255.66,5.0,4.0,2.0
FAC_0550,BOTH,9554.3,269.0,9496.25,268.0,24.0,2.0,58.05000000000001,1.0,3.0,2.0
FAC_0551,BOTH,9548.93,1710.0,9523.08,1709.0,22.0,1.0,25.85,1.0,1.0,1.0
FAC_0552,TAE_ONLY,9541.699999999999,674.0,9541.699999999999,674.0,22.0,4.0,0.0,0.0,,
FAC_0553,BOTH,9343.689999999999,280.0,7489.639999999999,266.0,20.0,2.0,1854.05,14.0,5.0,7.0
FAC_0554,BOTH,9327.43,275.0,8844.0,268.0,14.0,1.0,483.43,7.0,5.0,2.0
FAC_0555,TAE_ONLY,9298.11,3931.0,9298.11,3931.0,24.0,1.0,0.0,0.0,,
FAC_0556,TAE_ONLY,9224.98,434.0,9224.98,434.0,24.0,1.0,0.0,0.0,,
FAC_0557,RB_ONLY,9211.2,202.0,0.0,0.0,,,9211.2,202.0,10.0,1.0
FAC_0558,BOTH,9193.628,4254.0,9011.578000000001,4249.0,11.0,1.0,182.04999999999998,5.0,4.0,3.0
FAC_0559,TAE_ONLY,9152.8,412.0,9152.8,412.0,15.0,4.0,0.0,0.0,,
FAC_0560,BOTH,9138.73,331.0,8787.539999999999,325.0,12.0,2.0,351.19,6.0,10.0,5.0
FAC_0561,RB_ONLY,9069.84,134.0,0.0,0.0,,,9069.84,134.0,21.0,11.0
FAC_0562,BOTH,9036.26,309.0,8812.7,304.0,21.0,4.0,223.56,5.0,3.0,3.0
FAC_0563,TAE_ONLY,9014.93,649.0,9014.93,649.0,8.0,1.0,0.0,0.0,,
FAC_0564,BOTH,8950.86,246.0,8067.92,224.0,23.0,5.0,882.94,22.0,3.0,4.0
FAC_0565,BOTH,8942.21,276.0,8755.06,271.0,24.0,2.0,187.15,5.0,6.0,2.0
FAC_0566,BOTH,8887.45,1525.0,8449.67,1518.0,9.0,2.0,437.78,7.0,4.0,9.0
FAC_0567,BOTH,8815.002,2525.0,8735.002,2524.0,23.0,1.0,80.0,1.0,1.0,1.0
FAC_0568,BOTH,8780.448,177.0,8458.348,173.0,23.0,5.0,322.09999999999997,4.0,4.0,3.0
FAC_0569,TAE_ONLY,8773.5,3544.0,8773.5,3544.0,24.0,1.0,0.0,0.0,,
FAC_0570,BOTH,8759.32,2726.0,8413.82,2724.0,9.0,2.0,345.5,2.0,4.0,11.0
FAC_0571,BOTH,8737.53,269.0,8658.03,267.0,24.0,3.0,79.5,2.0,1.0,1.0
FAC_0572,TAE_ONLY,8686.43,988.0,8686.43,988.0,18.0,1.0,0.0,0.0,,
FAC_0573,BOTH,8633.48,397.0,8567.84,395.0,22.0,1.0,65.64,2.0,1.0,1.0
FAC_0574,TAE_ONLY,8626.98,250.0,8626.98,250.0,11.0,1.0,0.0,0.0,,
FAC_0575,BOTH,8471.52,292.0,5247.68,217.0,18.0,1.0,3223.84,75.0,19.0,22.0
FAC_0576,TAE_ONLY,8302.0,40.0,8302.0,40.0,1.0,1.0,0.0,0.0,,
FAC_0577,RB_ONLY,8241.41,103.0,0.0,0.0,,,8241.41,103.0,13.0,14.0
FAC_0578,BOTH,8229.56,1461.0,8057.49,1459.0,24.0,1.0,172.07,2.0,3.0,2.0
FAC_0579,BOTH,8224.61,238.0,8098.75,235.0,19.0,3.0,125.86,3.0,2.0,2.0
FAC_0580,TAE_ONLY,8218.1,256.0,8218.1,256.0,18.0,1.0,0.0,0.0,,
FAC_0581,BOTH,8204.9,326.0,7932.41,323.0,9.0,1.0,272.49,3.0,5.0,10.0
FAC_0582,BOTH,8202.42,155.0,3671.36,145.0,10.0,1.0,4531.0599999999995,10.0,7.0,2.0
FAC_0583,BOTH,8168.37,178.0,8011.45,175.0,10.0,2.0,156.92000000000002,3.0,3.0,4.0
FAC_0584,TAE_ONLY,8164.32,2961.0,8164.32,2961.0,24.0,1.0,0.0,0.0,,
FAC_0585,RB_ONLY,8147.76,92.0,0.0,0.0,,,8147.76,92.0,12.0,12.0
FAC_0586,TAE_ONLY,8107.92,415.0,8107.92,415.0,23.0,2.0,0.0,0.0,,
FAC_0587,RB_ONLY,8085.189000000001,192.0,0.0,0.0,,,8085.189000000001,192.0,19.0,26.0
FAC_0588,BOTH,8081.64,185.0,1504.9600000000003,45.0,6.0,2.0,6576.68,140.0,10.0,6.0
FAC_0589,RB_ONLY,8034.5599999999995,56.0,0.0,0.0,,,8034.5599999999995,56.0,4.0,5.0
FAC_0590,BOTH,7982.54,597.0,7723.26,594.0,21.0,2.0,259.28,3.0,3.0,1.0
FAC_0591,TAE_ONLY,7976.18,227.0,7976.18,227.0,16.0,2.0,0.0,0.0,,
FAC_0592,RB_ONLY,7928.74,224.0,0.0,0.0,,,7928.74,224.0,23.0,12.0
FAC_0593,BOTH,7909.07,274.0,7716.15,272.0,23.0,5.0,192.92000000000002,2.0,3.0,3.0
FAC_0594,BOTH,7831.6900000000005,188.0,7495.85,183.0,24.0,2.0,335.84,5.0,4.0,3.0
FAC_0595,TAE_ONLY,7817.55,307.0,7817.55,307.0,6.0,1.0,0.0,0.0,,
FAC_0596,BOTH,7758.8,1197.0,7547.58,1194.0,23.0,1.0,211.22,3.0,6.0,4.0
FAC_0597,BOTH,7740.75,281.0,7139.0,269.0,11.0,2.0,601.75,12.0,8.0,7.0
FAC_0598,TAE_ONLY,7722.0,234.0,7722.0,234.0,6.0,1.0,0.0,0.0,,
FAC_0599,BOTH,7721.45,230.0,7265.21,221.0,4.0,3.0,456.24,9.0,7.0,2.0
FAC_0600,BOTH,7711.92,232.0,7227.0,219.0,12.0,1.0,484.91999999999996,13.0,8.0,4.0
FAC_0601,BOTH,7707.69,212.0,7660.19,211.0,11.0,2.0,47.5,1.0,1.0,1.0
FAC_0602,BOTH,7624.48,3444.0,7217.32,3429.0,11.0,1.0,407.15999999999997,15.0,10.0,4.0
FAC_0603,RB_ONLY,7593.2699999999995,106.0,0.0,0.0,,,7593.2699999999995,106.0,24.0,2.0
FAC_0604,BOTH,7571.900000000001,206.0,6228.81,189.0,10.0,1.0,1343.09,17.0,13.0,10.0
FAC_0605,RB_ONLY,7566.110000000001,215.0,0.0,0.0,,,7566.110000000001,215.0,19.0,10.0
FAC_0606,TAE_ONLY,7523.17,911.0,7523.17,911.0,6.0,3.0,0.0,0.0,,
FAC_0607,TAE_ONLY,7472.38,3023.0,7472.38,3023.0,24.0,2.0,0.0,0.0,,
FAC_0608,BOTH,7418.150000000001,283.0,7148.06,280.0,20.0,2.0,270.09,3.0,2.0,3.0
FAC_0609,BOTH,7417.7300000000005,3518.0,7243.63,3516.0,22.0,2.0,174.1,2.0,2.0,2.0
FAC_0610,TAE_ONLY,7416.7880000000005,462.0,7416.7880000000005,462.0,24.0,3.0,0.0,0.0,,
FAC_0611,TAE_ONLY,7415.2,186.0,7415.2,186.0,16.0,1.0,0.0,0.0,,
FAC_0612,RB_ONLY,7381.85,16.0,0.0,0.0,,,7381.85,16.0,15.0,3.0
FAC_0613,TAE_ONLY,7352.639999999999,291.0,7352.639999999999,291.0,11.0,2.0,0.0,0.0,,
FAC_0614,TAE_ONLY,7340.95,173.0,7340.95,173.0,4.0,2.0,0.0,0.0,,
FAC_0615,BOTH,7312.1,284.0,7075.64,280.0,11.0,2.0,236.45999999999998,4.0,4.0,2.0
FAC_0616,TAE_ONLY,7270.52,232.0,7270.52,232.0,16.0,1.0,0.0,0.0,,
FAC_0617,BOTH,7261.93,335.0,7142.05,333.0,16.0,3.0,119.88,2.0,2.0,2.0
FAC_0618,BOTH,7241.9400000000005,3167.0,7202.13,3166.0,24.0,1.0,39.81,1.0,3.0,2.0
FAC_0619,RB_ONLY,7221.42,184.0,0.0,0.0,,,7221.42,184.0,12.0,4.0
FAC_0620,BOTH,7208.83,216.0,6776.3099999999995,207.0,24.0,2.0,432.52,9.0,4.0,3.0
FAC_0621,TAE_ONLY,7195.759999999999,304.0,7195.759999999999,304.0,10.0,1.0,0.0,0.0,,
FAC_0622,BOTH,7182.54,334.0,7021.64,331.0,21.0,3.0,160.9,3.0,3.0,3.0
FAC_0623,BOTH,7177.150000000001,342.0,7077.820000000001,339.0,18.0,2.0,99.33,3.0,1.0,2.0
FAC_0624,BOTH,7143.94,211.0,5714.28,160.0,9.0,3.0,1429.6599999999999,51.0,7.0,5.0
FAC_0625,RB_ONLY,7068.51,57.0,0.0,0.0,,,7068.51,57.0,18.0,10.0
FAC_0626,BOTH,7034.425,2352.0,5880.125,2328.0,11.0,1.0,1154.3,24.0,10.0,6.0
FAC_0627,BOTH,7033.13,847.0,6981.04,846.0,24.0,1.0,52.09,1.0,1.0,1.0
FAC_0628,BOTH,6960.02,122.0,4730.55,108.0,10.0,2.0,2229.47,14.0,9.0,9.0
FAC_0629,TAE_ONLY,6959.01,2984.0,6959.01,2984.0,24.0,1.0,0.0,0.0,1.0,2.0
FAC_0630,BOTH,6881.718,299.0,6676.458,296.0,24.0,2.0,205.26,3.0,4.0,3.0
FAC_0631,TAE_ONLY,6867.354,1871.0,6867.354,1871.0,23.0,2.0,0.0,0.0,3.0,3.0
FAC_0632,TAE_ONLY,6832.280000000001,135.0,6832.280000000001,135.0,17.0,1.0,0.0,0.0,,
FAC_0633,BOTH,6822.87,230.0,6516.66,225.0,10.0,2.0,306.21000000000004,5.0,5.0,3.0
FAC_0634,BOTH,6756.4400000000005,62.0,365.75,7.0,2.0,1.0,6390.6900000000005,55.0,12.0,4.0
FAC_0635,BOTH,6745.51,312.0,6332.28,304.0,24.0,2.0,413.23,8.0,10.0,7.0
FAC_0636,BOTH,6688.53,276.0,6545.389999999999,274.0,16.0,1.0,143.14,2.0,5.0,1.0
FAC_0637,TAE_ONLY,6647.76,167.0,6647.76,167.0,16.0,2.0,0.0,0.0,,
FAC_0638,BOTH,6644.049999999999,839.0,5052.95,831.0,23.0,1.0,1591.1,8.0,8.0,3.0
FAC_0639,BOTH,6618.12,2938.0,6579.4,2937.0,23.0,2.0,38.72,1.0,1.0,1.0
FAC_0640,TAE_ONLY,6595.9,188.0,6595.9,188.0,23.0,2.0,0.0,0.0,,
FAC_0641,TAE_ONLY,6545.39,274.0,6545.39,274.0,16.0,1.0,0.0,0.0,,
FAC_0642,BOTH,6543.3,199.0,5546.67,187.0,24.0,2.0,996.63,12.0,4.0,3.0
FAC_0643,BOTH,6539.6900000000005,194.0,6228.81,189.0,10.0,1.0,310.88,5.0,5.0,2.0
FAC_0644,TAE_ONLY,6538.88,225.0,6538.88,225.0,21.0,3.0,0.0,0.0,4.0,4.0
FAC_0645,BOTH,6511.56,159.0,5993.6,150.0,1.0,2.0,517.96,9.0,4.0,4.0
FAC_0646,BOTH,6483.579000000001,1139.0,6169.819,1131.0,23.0,1.0,313.76,8.0,6.0,4.0
FAC_0647,RB_ONLY,6454.98,161.0,0.0,0.0,,,6454.98,161.0,17.0,4.0
FAC_0648,BOTH,6415.04,197.0,6335.72,195.0,20.0,2.0,79.32,2.0,3.0,4.0
FAC_0649,TAE_ONLY,6409.530000000001,286.0,6409.530000000001,286.0,13.0,2.0,0.0,0.0,,
FAC_0650,BOTH,6400.171,196.0,3825.67,176.0,10.0,2.0,2574.5009999999997,20.0,12.0,13.0
FAC_0651,BOTH,6391.05,182.0,6335.320000000001,181.0,20.0,2.0,55.73,1.0,1.0,1.0
FAC_0652,BOTH,6359.54,193.0,6071.17,188.0,10.0,3.0,288.37,5.0,3.0,7.0
FAC_0653,TAE_ONLY,6342.26,1779.0,6342.26,1779.0,24.0,1.0,0.0,0.0,,
FAC_0654,TAE_ONLY,6306.56,2605.0,6306.56,2605.0,24.0,2.0,0.0,0.0,,
FAC_0655,TAE_ONLY,6306.55,1354.0,6306.55,1354.0,24.0,1.0,0.0,0.0,,
FAC_0656,TAE_ONLY,6299.170000000001,2611.0,6299.170000000001,2611.0,9.0,2.0,0.0,0.0,1.0,1.0
FAC_0657,TAE_ONLY,6269.32,1436.0,6269.32,1436.0,9.0,1.0,0.0,0.0,,
FAC_0658,TAE_ONLY,6233.2,165.0,6233.2,165.0,21.0,2.0,0.0,0.0,,
FAC_0659,TAE_ONLY,6229.1900000000005,222.0,6229.1900000000005,222.0,23.0,1.0,0.0,0.0,,
FAC_0660,BOTH,6202.04,200.0,6143.56,199.0,23.0,2.0,58.48,1.0,1.0,1.0
FAC_0661,BOTH,6162.330000000001,159.0,5790.4800000000005,150.0,8.0,2.0,371.85,9.0,5.0,1.0
FAC_0662,TAE_ONLY,6156.09,186.0,6156.09,186.0,16.0,1.0,0.0,0.0,,
FAC_0663,BOTH,6129.98,224.0,5857.46,217.0,12.0,3.0,272.52,7.0,8.0,3.0
FAC_0664,BOTH,6098.87,211.0,6043.51,210.0,12.0,3.0,55.36,1.0,1.0,1.0
FAC_0665,RB_ONLY,6077.78,63.0,0.0,0.0,,,6077.78,63.0,9.0,2.0
FAC_0666,TAE_ONLY,6056.49,137.0,6056.49,137.0,9.0,3.0,0.0,0.0,,
FAC_0667,BOTH,6041.49,2736.0,5855.28,2734.0,24.0,1.0,186.20999999999998,2.0,3.0,2.0
FAC_0668,TAE_ONLY,6037.4,445.0,6037.4,445.0,17.0,3.0,0.0,0.0,,
FAC_0669,BOTH,6023.82,179.0,5610.0,170.0,13.0,2.0,413.82,9.0,5.0,1.0
FAC_0670,TAE_ONLY,5949.950000000001,126.0,5949.950000000001,127.0,6.0,1.0,0.0,-1.0,3.0,2.0
FAC_0671,TAE_ONLY,5934.28,182.0,5934.28,182.0,10.0,1.0,0.0,0.0,,
FAC_0672,RB_ONLY,5916.04,86.0,0.0,0.0,,,5916.04,86.0,16.0,16.0
FAC_0673,TAE_ONLY,5878.997,233.0,5878.997,233.0,15.0,4.0,0.0,0.0,,
FAC_0674,BOTH,5840.9,191.0,5197.61,174.0,22.0,2.0,643.2900000000001,17.0,7.0,3.0
FAC_0675,BOTH,5837.6,161.0,5514.0,156.0,14.0,4.0,323.59999999999997,5.0,7.0,3.0
FAC_0676,BOTH,5826.91,217.0,3747.28,158.0,23.0,4.0,2079.63,59.0,14.0,5.0
FAC_0677,RB_ONLY,5821.55,42.0,0.0,0.0,,,5821.55,42.0,15.0,15.0
FAC_0678,RB_ONLY,5770.1900000000005,80.0,0.0,0.0,,,5770.1900000000005,80.0,16.0,17.0
FAC_0679,TAE_ONLY,5764.99,191.0,5764.99,191.0,23.0,4.0,0.0,0.0,,
FAC_0680,TAE_ONLY,5760.0,163.0,5760.0,163.0,16.0,1.0,0.0,0.0,,
FAC_0681,RB_ONLY,5673.89,90.0,0.0,0.0,,,5673.89,90.0,12.0,14.0
FAC_0682,BOTH,5639.63,255.0,5538.84,253.0,23.0,2.0,100.79,2.0,5.0,5.0
FAC_0683,BOTH,5588.72,231.0,5414.38,229.0,20.0,2.0,174.34,2.0,2.0,2.0
FAC_0684,BOTH,5558.049999999999,172.0,5512.07,171.0,22.0,2.0,45.98,1.0,1.0,1.0
FAC_0685,TAE_ONLY,5544.9,168.0,5544.9,168.0,23.0,1.0,0.0,0.0,,
FAC_0686,TAE_ONLY,5544.681,116.0,5544.681,116.0,13.0,1.0,0.0,0.0,,
FAC_0687,TAE_ONLY,5538.11,2558.0,5538.11,2558.0,24.0,1.0,0.0,0.0,,
FAC_0688,BOTH,5524.94,182.0,5054.44,177.0,20.0,1.0,470.5,5.0,2.0,2.0
FAC_0689,TAE_ONLY,5492.96,197.0,5492.96,197.0,22.0,1.0,0.0,0.0,,
FAC_0690,BOTH,5457.7300000000005,134.0,5339.14,132.0,17.0,2.0,118.59,2.0,3.0,1.0
FAC_0691,BOTH,5432.18,188.0,4636.64,184.0,6.0,1.0,795.54,4.0,3.0,8.0
FAC_0692,TAE_ONLY,5428.41,150.0,5428.41,150.0,21.0,2.0,0.0,0.0,2.0,5.0
FAC_0693,TAE_ONLY,5408.08,210.0,5408.08,210.0,15.0,2.0,0.0,0.0,1.0,1.0
FAC_0694,BOTH,5392.49,159.0,5082.0,154.0,21.0,1.0,310.4900000000001,5.0,5.0,3.0
FAC_0695,BOTH,5349.2,241.0,5275.8,240.0,15.0,1.0,73.4,1.0,3.0,2.0
FAC_0696,RB_ONLY,5335.599999999999,196.0,0.0,0.0,,,5335.599999999999,196.0,7.0,1.0
FAC_0697,BOTH,5327.38,2466.0,5122.22,2463.0,8.0,2.0,205.16000000000003,3.0,4.0,2.0
FAC_0698,BOTH,5304.349999999999,117.0,4561.219999999999,103.0,9.0,3.0,743.13,14.0,9.0,6.0
FAC_0699,RB_ONLY,5280.43,181.0,0.0,0.0,,,5280.43,181.0,19.0,8.0
FAC_0700,RB_ONLY,5275.610000000001,56.0,0.0,0.0,,,5275.610000000001,56.0,10.0,5.0
FAC_0701,RB_ONLY,5237.39,69.0,0.0,0.0,,,5237.39,69.0,19.0,7.0
FAC_0702,TAE_ONLY,5236.69,129.0,5236.69,129.0,8.0,1.0,0.0,0.0,1.0,6.0
FAC_0703,RB_ONLY,5227.22,141.0,0.0,0.0,,,5227.22,141.0,10.0,8.0
FAC_0704,BOTH,5195.715,211.0,4555.745,200.0,19.0,1.0,639.97,11.0,7.0,2.0
FAC_0705,BOTH,5186.47,194.0,5085.68,192.0,11.0,2.0,100.78999999999999,2.0,2.0,2.0
FAC_0706,RB_ONLY,5182.29,66.0,0.0,0.0,,,5182.29,66.0,18.0,12.0
FAC_0707,BOTH,5149.42,182.0,5103.56,181.0,24.0,1.0,45.86,1.0,1.0,1.0
FAC_0708,TAE_ONLY,5138.46,136.0,5138.46,136.0,17.0,3.0,0.0,0.0,,
FAC_0709,BOTH,5125.74,95.0,2237.2,50.0,11.0,1.0,2888.54,45.0,15.0,13.0
FAC_0710,RB_ONLY,5113.35,63.0,0.0,0.0,,,5113.35,63.0,16.0,20.0
FAC_0711,BOTH,5074.12,90.0,4872.88,87.0,8.0,1.0,201.24,3.0,5.0,2.0
FAC_0712,BOTH,5055.69,2154.0,4691.03,2148.0,9.0,1.0,364.65999999999997,6.0,9.0,12.0
FAC_0713,TAE_ONLY,5029.54,709.0,5029.54,709.0,10.0,2.0,0.0,0.0,,
FAC_0714,BOTH,5028.69,98.0,4527.58,88.0,9.0,3.0,501.11,10.0,9.0,3.0
FAC_0715,BOTH,4972.9,101.0,327.95,7.0,2.0,1.0,4644.95,94.0,23.0,11.0
FAC_0716,TAE_ONLY,4964.63,2375.0,4964.63,2375.0,24.0,1.0,0.0,0.0,,
FAC_0717,TAE_ONLY,4943.34,186.0,4943.34,186.0,14.0,1.0,0.0,0.0,,
FAC_0718,TAE_ONLY,4937.9,144.0,4937.9,144.0,6.0,1.0,0.0,0.0,,
FAC_0719,BOTH,4911.309,158.0,2422.11,107.0,5.0,3.0,2489.199,51.0,11.0,10.0
FAC_0720,BOTH,4908.469999999999,279.0,3561.89,247.0,21.0,3.0,1346.58,32.0,14.0,13.0
FAC_0721,BOTH,4892.860000000001,118.0,30.6,1.0,1.0,1.0,4862.26,117.0,20.0,15.0
FAC_0722,RB_ONLY,4826.73,72.0,0.0,0.0,,,4826.73,72.0,6.0,6.0
FAC_0723,BOTH,4824.01,171.0,4534.29,164.0,17.0,4.0,289.72,7.0,3.0,3.0
FAC_0724,BOTH,4821.570000000001,157.0,4666.200000000001,154.0,11.0,1.0,155.37,3.0,4.0,2.0
FAC_0725,TAE_ONLY,4816.9,138.0,4816.9,138.0,13.0,1.0,0.0,0.0,,
FAC_0726,BOTH,4789.09,176.0,4298.38,170.0,9.0,2.0,490.71,6.0,7.0,8.0
FAC_0727,BOTH,4786.28,185.0,4550.0,181.0,11.0,2.0,236.28,4.0,3.0,2.0
FAC_0728,RB_ONLY,4785.4890000000005,70.0,0.0,0.0,,,4785.4890000000005,70.0,18.0,10.0
FAC_0729,TAE_ONLY,4781.96,189.0,4781.96,189.0,11.0,1.0,0.0,0.0,,
FAC_0730,BOTH,4778.63,153.0,4597.25,151.0,20.0,1.0,181.38,2.0,3.0,4.0
FAC_0731,RB_ONLY,4775.75,71.0,0.0,0.0,,,4775.75,71.0,15.0,2.0
FAC_0732,RB_ONLY,4766.51,150.0,0.0,0.0,,,4766.51,150.0,18.0,6.0
FAC_0733,TAE_ONLY,4737.79,2196.0,4737.79,2196.0,24.0,1.0,0.0,0.0,,
FAC_0734,BOTH,4724.66,113.0,1830.6000000000001,60.0,8.0,1.0,2894.06,53.0,15.0,19.0
FAC_0735,TAE_ONLY,4717.83,530.0,4717.83,530.0,1.0,1.0,0.0,0.0,,
FAC_0736,TAE_ONLY,4695.25,2522.0,4695.25,2522.0,21.0,2.0,0.0,0.0,,
