blinded_facility_id,source_coverage,combined_spend,combined_units,tae_total_spend,tae_total_units,tae_months,tae_vendors,rb_total_spend,rb_total_units,rb_months,rb_ndcs
FAC_0238,BOTH,34213.01,1440.0,33202.14,1426.0,9.0,2.0,1010.87,14.0,7.0,6.0
FAC_0239,BOTH,33917.723000000005,7996.0,32847.713,7977.0,11.0,1.0,1070.01,19.0,6.0,11.0
FAC_0240,BOTH,33639.81,1207.0,33321.64,1200.0,18.0,4.0,318.16999999999996,7.0,5.0,5.0
FAC_0241,BOTH,32941.03,1538.0,32668.03,1531.0,24.0,2.0,273.0,7.0,1.0,1.0
FAC_0242,BOTH,32918.93,954.0,28346.88,858.0,24.0,3.0,4572.05,96.0,17.0,7.0
FAC_0243,BOTH,32916.45,845.0,32529.86,838.0,24.0,3.0,386.59,7.0,3.0,3.0
FAC_0244,BOTH,32526.79,991.0,31546.8,962.0,16.0,2.0,979.99,29.0,16.0,4.0
FAC_0245,BOTH,32464.830000000005,15147.0,32067.770000000004,15139.0,9.0,2.0,397.06,8.0,7.0,5.0
FAC_0246,BOTH,32413.879999999997,13544.0,32142.85,13537.0,24.0,1.0,271.03,7.0,4.0,1.0
FAC_0247,BOTH,32388.0,4987.0,32120.8,4984.0,24.0,1.0,267.2,3.0,2.0,2.0
FAC_0248,BOTH,32383.65,958.0,31835.57,947.0,17.0,3.0,548.0799999999999,11.0,8.0,6.0
FAC_0249,TAE_ONLY,32257.13,940.0,32257.13,940.0,24.0,2.0,0.0,0.0,,
FAC_0250,TAE_ONLY,32034.9,9713.0,32034.9,9713.0,24.0,1.0,0.0,0.0,,
FAC_0251,BOTH,31689.25,9695.0,31572.94,9692.0,24.0,1.0,116.31,3.0,2.0,2.0
FAC_0252,TAE_ONLY,31552.6,7456.0,31552.6,7456.0,9.0,1.0,0.0,0.0,1.0,2.0
FAC_0253,TAE_ONLY,31327.8,1011.0,31327.8,1011.0,24.0,3.0,0.0,0.0,,
FAC_0254,TAE_ONLY,31139.336,4779.0,31139.336,4779.0,18.0,3.0,0.0,0.0,,
FAC_0255,BOTH,31038.379999999997,927.0,30826.059999999998,924.0,20.0,1.0,212.32,3.0,3.0,2.0
FAC_0256,TAE_ONLY,30811.79,972.0,30811.79,972.0,24.0,3.0,0.0,0.0,,
FAC_0257,TAE_ONLY,30804.07,1241.0,30804.07,1241.0,23.0,2.0,0.0,0.0,,
FAC_0258,RB_ONLY,30600.36,70.0,0.0,0.0,,,30600.36,70.0,16.0,2.0
FAC_0259,TAE_ONLY,30438.599999999984,1440.0,30438.599999999984,1440.0,10.0,1.0,0.0,0.0,,
FAC_0260,BOTH,30352.32,1044.0,30131.72,1042.0,24.0,3.0,220.6,2.0,3.0,1.0
FAC_0261,TAE_ONLY,30273.449999999997,6943.0,30273.449999999997,6943.0,19.0,2.0,0.0,0.0,,
FAC_0262,BOTH,30213.91,918.0,30163.82,917.0,23.0,1.0,50.09,1.0,1.0,2.0
FAC_0263,BOTH,30029.079,1964.0,29377.179,1955.0,11.0,3.0,651.9,9.0,12.0,20.0
FAC_0264,BOTH,29772.7,894.0,27487.21,839.0,24.0,2.0,2285.4900000000002,55.0,15.0,4.0
FAC_0265,TAE_ONLY,29620.8,649.0,29620.8,649.0,23.0,2.0,0.0,0.0,,
FAC_0266,BOTH,29355.397,629.0,28450.687,614.0,21.0,1.0,904.71,15.0,9.0,4.0
FAC_0267,TAE_ONLY,29154.61,12018.0,29154.61,12018.0,24.0,2.0,0.0,0.0,1.0,1.0
FAC_0268,TAE_ONLY,29104.21,8284.0,29104.21,8284.0,19.0,1.0,0.0,0.0,,
FAC_0269,TAE_ONLY,29093.23,1049.0,29093.23,1049.0,24.0,1.0,0.0,0.0,,
FAC_0270,BOTH,28695.56,731.0,27336.47,723.0,24.0,1.0,1359.0900000000001,8.0,4.0,2.0
FAC_0271,BOTH,28668.38,1018.0,28345.84,1011.0,23.0,2.0,322.54,7.0,5.0,3.0
FAC_0272,TAE_ONLY,28659.79,977.0,28659.79,977.0,24.0,2.0,0.0,0.0,,
FAC_0273,TAE_ONLY,28622.39,771.0,28622.39,771.0,23.0,4.0,0.0,0.0,2.0,2.0
FAC_0274,BOTH,28607.129999999997,1113.0,27157.35,1082.0,13.0,3.0,1449.7800000000002,31.0,17.0,2.0
FAC_0275,TAE_ONLY,28415.379999999997,3378.0,28415.379999999997,3380.0,8.0,2.0,0.0,-2.0,1.0,1.0
FAC_0276,TAE_ONLY,28390.64,958.0,28390.64,958.0,24.0,3.0,0.0,0.0,,
FAC_0277,TAE_ONLY,28311.04,878.0,28311.04,878.0,24.0,3.0,0.0,0.0,,
FAC_0278,BOTH,28179.230000000003,1373.0,27694.4,1371.0,24.0,2.0,484.83000000000004,2.0,1.0,2.0
FAC_0279,BOTH,27683.42,884.0,27132.62,874.0,24.0,3.0,550.8,10.0,6.0,1.0
FAC_0280,TAE_ONLY,27568.86,562.0,27568.86,562.0,24.0,1.0,0.0,0.0,,
FAC_0281,BOTH,27457.89,2524.0,26994.21,2519.0,24.0,1.0,463.68,5.0,4.0,6.0
FAC_0282,BOTH,27359.520000000004,852.0,26884.300000000003,844.0,24.0,1.0,475.21999999999997,8.0,6.0,3.0
FAC_0283,TAE_ONLY,27336.47,723.0,27336.47,723.0,24.0,1.0,0.0,0.0,,
FAC_0284,BOTH,27295.14,515.0,6506.8,459.0,14.0,2.0,20788.34,56.0,18.0,5.0
FAC_0285,TAE_ONLY,27290.649999999998,12921.0,27290.649999999998,12921.0,20.0,1.0,0.0,0.0,,
FAC_0286,BOTH,27112.909,3907.0,26924.709,3905.0,24.0,2.0,188.2,2.0,2.0,1.0
FAC_0287,BOTH,27103.339999999997,11841.0,26790.539999999997,11832.0,24.0,2.0,312.8,9.0,7.0,2.0
FAC_0288,BOTH,27101.390000000003,3533.0,26878.58,3530.0,23.0,1.0,222.81,3.0,9.0,11.0
FAC_0289,TAE_ONLY,26986.73,715.0,26986.73,715.0,23.0,3.0,0.0,0.0,,
FAC_0290,TAE_ONLY,26852.26,6417.0,26852.26,6417.0,24.0,1.0,0.0,0.0,1.0,1.0
FAC_0291,RB_ONLY,26735.56,432.0,0.0,0.0,,,26735.56,432.0,22.0,14.0
FAC_0292,BOTH,26624.429999999997,6408.0,26023.489999999998,6400.0,9.0,1.0,600.9399999999999,8.0,9.0,8.0
FAC_0293,BOTH,26543.04,850.0,26484.56,849.0,24.0,2.0,58.48,1.0,1.0,1.0
FAC_0294,BOTH,26405.535,800.0,24637.995,756.0,22.0,1.0,1767.54,44.0,17.0,10.0
FAC_0295,BOTH,26390.22,1143.0,24574.83,1114.0,23.0,2.0,1815.39,29.0,18.0,4.0
FAC_0296,BOTH,26377.986,1162.0,24880.806,1145.0,23.0,4.0,1497.18,17.0,15.0,6.0
FAC_0297,BOTH,26199.69,1170.0,25830.98,1164.0,24.0,1.0,368.71,6.0,1.0,5.0
FAC_0298,BOTH,26171.58,1091.0,25668.690000000002,1088.0,23.0,2.0,502.89,3.0,1.0,1.0
FAC_0299,TAE_ONLY,26159.7,10838.0,26159.7,10838.0,24.0,3.0,0.0,0.0,,
FAC_0300,TAE_ONLY,26083.609999999997,7644.0,26083.609999999997,7644.0,24.0,1.0,0.0,0.0,,
FAC_0301,TAE_ONLY,25683.589999999997,893.0,25683.589999999997,893.0,24.0,1.0,0.0,0.0,,
FAC_0302,TAE_ONLY,25629.47,1157.0,25629.47,1157.0,24.0,1.0,0.0,0.0,,
FAC_0303,BOTH,25593.96,795.0,25199.809999999998,787.0,24.0,4.0,394.15,8.0,7.0,9.0
FAC_0304,TAE_ONLY,25528.629999999997,968.0,25528.629999999997,968.0,24.0,2.0,0.0,0.0,1.0,1.0
FAC_0305,BOTH,25527.535999999996,4911.0,20500.255999999998,4801.0,22.0,1.0,5027.28,110.0,19.0,13.0
FAC_0306,BOTH,25207.9,553.0,19269.510000000002,474.0,21.0,2.0,5938.389999999999,79.0,12.0,12.0
FAC_0307,BOTH,25170.420000000002,1090.0,24593.24,1085.0,21.0,1.0,577.1800000000001,5.0,5.0,3.0
FAC_0308,BOTH,25082.300000000003,698.0,24748.22,692.0,24.0,2.0,334.08,6.0,1.0,2.0
FAC_0309,BOTH,25032.12,10083.0,23269.32,10046.0,24.0,2.0,1762.8,37.0,9.0,6.0
FAC_0310,BOTH,25007.22,680.0,24833.24,676.0,9.0,2.0,173.98,4.0,5.0,4.0
FAC_0311,TAE_ONLY,25005.388,2874.0,25005.388,2874.0,24.0,3.0,0.0,0.0,,
FAC_0312,BOTH,24908.809999999994,8956.0,23576.049999999996,8927.0,8.0,3.0,1332.76,29.0,19.0,3.0
FAC_0313,BOTH,24894.71,985.0,24521.95,974.0,20.0,2.0,372.76,11.0,10.0,2.0
FAC_0314,BOTH,24693.750000000004,580.0,23420.760000000002,560.0,17.0,3.0,1272.99,20.0,12.0,8.0
FAC_0315,BOTH,24556.8,869.0,23662.7,857.0,23.0,4.0,894.1,12.0,7.0,8.0
FAC_0316,RB_ONLY,24552.73,67.0,0.0,0.0,,,24552.73,67.0,13.0,2.0
FAC_0317,BOTH,24510.411,824.0,24251.031,821.0,24.0,1.0,259.38,3.0,4.0,4.0
FAC_0318,BOTH,24287.170000000002,4861.0,20458.61,4809.0,9.0,1.0,3828.56,52.0,17.0,9.0
FAC_0319,BOTH,24267.379999999997,943.0,22902.3,913.0,12.0,4.0,1365.08,30.0,13.0,3.0
FAC_0320,BOTH,23993.17,546.0,22045.05,515.0,23.0,2.0,1948.12,31.0,8.0,5.0
FAC_0321,BOTH,23981.55,693.0,23634.3,684.0,16.0,2.0,347.25,9.0,13.0,6.0
FAC_0322,TAE_ONLY,23436.59,829.0,23436.59,829.0,24.0,1.0,0.0,0.0,,
FAC_0323,BOTH,23425.35,4058.0,22535.53,4042.0,24.0,1.0,889.82,16.0,8.0,7.0
FAC_0324,BOTH,22993.96,686.0,21913.98,666.0,24.0,2.0,1079.98,20.0,17.0,4.0
FAC_0325,BOTH,22949.28,506.0,22527.55,500.0,6.0,1.0,421.73,6.0,6.0,8.0
FAC_0326,BOTH,22923.100000000002,544.0,21667.88,527.0,17.0,3.0,1255.22,17.0,10.0,6.0
FAC_0327,BOTH,22793.129999999997,536.0,22296.03,522.0,24.0,2.0,497.1,14.0,16.0,9.0
FAC_0328,BOTH,22785.77,607.0,22087.52,598.0,18.0,2.0,698.25,9.0,11.0,11.0
FAC_0329,BOTH,22720.409999999996,7453.0,22626.309999999998,7452.0,24.0,2.0,94.1,1.0,1.0,1.0
FAC_0330,BOTH,22572.54,5599.0,15655.84,5581.0,8.0,2.0,6916.7,18.0,7.0,2.0
FAC_0331,BOTH,22471.352,2952.0,22205.602,2947.0,11.0,1.0,265.75,5.0,2.0,1.0
FAC_0332,BOTH,22406.14,681.0,21884.86,668.0,23.0,2.0,521.28,13.0,10.0,6.0
FAC_0333,BOTH,22333.719999999998,634.0,21851.12,628.0,24.0,1.0,482.59999999999997,6.0,6.0,4.0
FAC_0334,BOTH,22299.739999999998,713.0,22143.21,710.0,24.0,1.0,156.53,3.0,6.0,3.0
FAC_0335,TAE_ONLY,21746.516,719.0,21746.516,719.0,24.0,2.0,0.0,0.0,,
FAC_0336,TAE_ONLY,21539.853,991.0,21539.853,991.0,22.0,2.0,0.0,0.0,,
FAC_0337,TAE_ONLY,21530.844,694.0,21530.844,694.0,24.0,1.0,0.0,0.0,1.0,1.0
FAC_0338,BOTH,21463.09,3521.0,19826.02,3490.0,24.0,1.0,1637.0700000000002,31.0,16.0,5.0
FAC_0339,BOTH,21440.56,755.0,21257.920000000002,752.0,24.0,2.0,182.64,3.0,3.0,3.0
FAC_0340,BOTH,21199.41,9416.0,20909.46,9411.0,24.0,1.0,289.95,5.0,6.0,3.0
FAC_0341,BOTH,21110.37,629.0,20460.0,620.0,20.0,1.0,650.37,9.0,7.0,1.0
FAC_0342,TAE_ONLY,20960.71,719.0,20960.71,719.0,15.0,4.0,0.0,0.0,,
FAC_0343,BOTH,20792.132,815.0,18789.56,808.0,23.0,3.0,2002.572,7.0,6.0,3.0
FAC_0344,BOTH,20759.49,611.0,20347.08,605.0,23.0,1.0,412.41,6.0,3.0,5.0
FAC_0345,BOTH,20643.316,577.0,18896.746,548.0,21.0,2.0,1746.57,29.0,6.0,15.0
FAC_0346,TAE_ONLY,20617.02,604.0,20617.02,604.0,12.0,1.0,0.0,0.0,1.0,1.0
FAC_0347,BOTH,20614.09,813.0,19804.49,792.0,24.0,4.0,809.6,21.0,12.0,8.0
FAC_0348,BOTH,20498.260000000002,598.0,18501.29,567.0,11.0,2.0,1996.97,31.0,9.0,10.0
FAC_0349,BOTH,20483.13,6778.0,20340.57,6776.0,8.0,2.0,142.56,2.0,1.0,1.0
FAC_0350,BOTH,20425.548,3591.0,19347.318,3567.0,23.0,1.0,1078.23,24.0,12.0,3.0
FAC_0351,BOTH,20327.56,931.0,20110.0,927.0,22.0,3.0,217.56,4.0,5.0,4.0
FAC_0352,BOTH,20283.25,6762.0,19624.55,6755.0,23.0,2.0,658.6999999999999,7.0,7.0,5.0
FAC_0353,BOTH,20268.050000000003,554.0,19981.22,550.0,23.0,1.0,286.83,4.0,4.0,4.0
FAC_0354,RB_ONLY,20129.01,261.0,0.0,0.0,,,20129.01,261.0,19.0,17.0
FAC_0355,BOTH,20071.148999999998,653.0,19686.459,648.0,8.0,3.0,384.69,5.0,6.0,8.0
FAC_0356,BOTH,20006.0,482.0,18688.27,461.0,23.0,2.0,1317.73,21.0,12.0,6.0
FAC_0357,BOTH,19990.686,9037.0,19160.856,9014.0,11.0,1.0,829.8299999999999,23.0,13.0,11.0
FAC_0358,RB_ONLY,19977.19,233.0,0.0,0.0,,,19977.19,233.0,18.0,10.0
FAC_0359,BOTH,19954.493,1622.0,18690.333,1610.0,11.0,1.0,1264.16,12.0,5.0,4.0
FAC_0360,TAE_ONLY,19887.02,655.0,19887.02,655.0,11.0,1.0,0.0,0.0,,
FAC_0361,BOTH,19754.85,658.0,19711.85,657.0,23.0,3.0,43.0,1.0,1.0,1.0
FAC_0362,BOTH,19746.030000000002,443.0,18603.22,425.0,24.0,5.0,1142.81,18.0,9.0,10.0
FAC_0363,BOTH,19698.61,855.0,19019.8,840.0,18.0,3.0,678.8100000000001,15.0,2.0,4.0
FAC_0364,BOTH,19689.13,640.0,17574.73,593.0,6.0,1.0,2114.4,47.0,9.0,15.0
FAC_0365,RB_ONLY,19583.69,272.0,0.0,0.0,,,19583.69,272.0,18.0,14.0
FAC_0366,BOTH,19490.4,721.0,19168.52,715.0,23.0,4.0,321.88,6.0,3.0,2.0
FAC_0367,BOTH,19425.18,1141.0,19385.41,1140.0,20.0,3.0,39.77,1.0,1.0,1.0
FAC_0368,BOTH,19401.55,584.0,18490.6,561.0,24.0,1.0,910.95,23.0,5.0,6.0
FAC_0369,BOTH,19265.510000000002,4946.0,19037.61,4941.0,24.0,1.0,227.9,5.0,4.0,3.0
FAC_0370,BOTH,19242.62,515.0,16882.48,478.0,24.0,2.0,2360.14,37.0,17.0,12.0
FAC_0371,TAE_ONLY,19213.58,6633.0,19213.58,6633.0,24.0,2.0,0.0,0.0,,
FAC_0372,TAE_ONLY,19137.120000000003,709.0,19137.120000000003,709.0,24.0,2.0,0.0,0.0,,
FAC_0373,BOTH,19029.0,370.0,18836.87,367.0,23.0,2.0,192.13,3.0,2.0,2.0
FAC_0374,TAE_ONLY,18937.5,625.0,18937.5,625.0,9.0,2.0,0.0,0.0,,
FAC_0375,BOTH,18880.85,549.0,18855.16,548.0,22.0,1.0,25.69,1.0,1.0,1.0
FAC_0376,BOTH,18788.02,526.0,14436.9,441.0,23.0,1.0,4351.12,85.0,19.0,8.0
FAC_0377,BOTH,18748.559999999998,803.0,17623.39,787.0,24.0,1.0,1125.1699999999998,16.0,12.0,8.0
FAC_0378,TAE_ONLY,18540.92,522.0,18540.92,522.0,23.0,3.0,0.0,0.0,,
FAC_0379,BOTH,18526.23,894.0,17854.16,876.0,11.0,2.0,672.0699999999999,18.0,15.0,3.0
FAC_0380,BOTH,18519.42,8359.0,17591.01,8348.0,9.0,1.0,928.4100000000001,11.0,5.0,7.0
FAC_0381,TAE_ONLY,18485.34,7420.0,18485.34,7420.0,24.0,1.0,0.0,0.0,1.0,1.0
FAC_0382,BOTH,18415.2,490.0,15652.77,416.0,24.0,2.0,2762.43,74.0,11.0,12.0
FAC_0383,BOTH,18240.01,821.0,17555.42,805.0,17.0,1.0,684.59,16.0,8.0,1.0
FAC_0384,BOTH,18133.379999999997,559.0,17974.6,555.0,24.0,3.0,158.77999999999997,4.0,3.0,1.0
FAC_0385,BOTH,18111.149999999998,196.0,17928.89,191.0,15.0,2.0,182.26,5.0,3.0,3.0
FAC_0386,BOTH,18046.26,390.0,17660.14,385.0,11.0,1.0,386.12,5.0,5.0,4.0
FAC_0387,BOTH,17987.800000000003,647.0,17244.510000000002,633.0,21.0,4.0,743.2900000000001,14.0,9.0,14.0
FAC_0388,BOTH,17932.46,533.0,16132.38,508.0,8.0,2.0,1800.08,25.0,5.0,9.0
FAC_0389,TAE_ONLY,17841.965,416.0,17841.965,416.0,22.0,2.0,0.0,0.0,,
FAC_0390,TAE_ONLY,17841.64,5882.0,17841.64,5882.0,18.0,2.0,0.0,0.0,,
FAC_0391,BOTH,17780.6,375.0,17192.78,358.0,14.0,3.0,587.8199999999999,17.0,6.0,7.0
FAC_0392,BOTH,17645.61,514.0,17457.41,512.0,24.0,2.0,188.2,2.0,2.0,2.0
FAC_0393,BOTH,17588.53,468.0,16136.48,441.0,10.0,3.0,1452.05,27.0,10.0,8.0
FAC_0394,BOTH,17586.46,525.0,17509.46,522.0,24.0,5.0,77.0,3.0,2.0,2.0
FAC_0395,BOTH,17568.14,1521.0,17333.52,1518.0,9.0,2.0,234.62,3.0,5.0,16.0
FAC_0396,TAE_ONLY,17388.19,665.0,17388.19,665.0,22.0,2.0,0.0,0.0,,
FAC_0397,BOTH,17384.11,432.0,12552.29,332.0,24.0,4.0,4831.82,100.0,12.0,13.0
FAC_0398,TAE_ONLY,17310.7,502.0,17310.7,502.0,23.0,2.0,0.0,0.0,,
FAC_0399,BOTH,17275.8,312.0,17069.5,310.0,3.0,2.0,206.3,2.0,1.0,2.0
FAC_0400,TAE_ONLY,17269.5,568.0,17269.5,568.0,18.0,1.0,0.0,0.0,,
FAC_0401,BOTH,17251.776,632.0,17101.196,629.0,24.0,3.0,150.58,3.0,2.0,2.0
FAC_0402,BOTH,17250.8,3909.0,13247.710000000001,3879.0,9.0,3.0,4003.0899999999997,30.0,8.0,11.0
FAC_0403,TAE_ONLY,17172.22,768.0,17172.22,768.0,21.0,2.0,0.0,0.0,,
FAC_0404,TAE_ONLY,17067.41,617.0,17067.41,617.0,24.0,2.0,0.0,0.0,,
FAC_0405,BOTH,17063.804,549.0,16177.743999999999,538.0,11.0,4.0,886.06,11.0,11.0,3.0
FAC_0406,BOTH,16991.29,4951.0,16917.43,4950.0,24.0,1.0,73.86,1.0,1.0,1.0
FAC_0407,TAE_ONLY,16929.44,692.0,16929.44,692.0,24.0,4.0,0.0,0.0,1.0,2.0
FAC_0408,BOTH,16918.16,586.0,15429.75,560.0,24.0,1.0,1488.41,26.0,12.0,11.0
FAC_0409,TAE_ONLY,16874.79,761.0,16874.79,761.0,24.0,1.0,0.0,0.0,,
FAC_0410,BOTH,16852.6,623.0,16373.88,615.0,11.0,3.0,478.72,8.0,7.0,19.0
FAC_0411,TAE_ONLY,16793.96,446.0,16793.96,446.0,24.0,3.0,0.0,0.0,1.0,1.0
FAC_0412,BOTH,16713.37,416.0,16149.38,407.0,24.0,5.0,563.99,9.0,8.0,6.0
FAC_0413,BOTH,16699.44,442.0,16031.439999999999,434.0,7.0,3.0,668.0,8.0,6.0,3.0
FAC_0414,TAE_ONLY,16562.89,7531.0,16562.89,7531.0,20.0,1.0,0.0,0.0,,
FAC_0415,TAE_ONLY,16521.35,790.0,16521.35,790.0,10.0,2.0,0.0,0.0,,
FAC_0416,RB_ONLY,16516.17,523.0,0.0,0.0,,,16516.17,523.0,21.0,12.0
FAC_0417,TAE_ONLY,16507.23,573.0,16507.23,573.0,24.0,1.0,0.0,0.0,,
FAC_0418,BOTH,16493.91,506.0,16435.43,505.0,24.0,2.0,58.48,1.0,1.0,1.0
FAC_0419,BOTH,16442.89,312.0,16263.96,308.0,17.0,2.0,178.93,4.0,2.0,3.0
FAC_0420,BOTH,16435.93,3504.0,15250.93,3489.0,6.0,1.0,1185.0,15.0,5.0,2.0
FAC_0421,BOTH,16383.640000000001,702.0,14452.050000000001,645.0,22.0,1.0,1931.59,57.0,12.0,5.0
FAC_0422,BOTH,16364.259999999998,478.0,16073.699999999999,474.0,9.0,2.0,290.56,4.0,6.0,5.0
FAC_0423,TAE_ONLY,16357.4,433.0,16357.4,433.0,18.0,2.0,0.0,0.0,,
FAC_0424,BOTH,16276.320000000002,628.0,14385.380000000001,604.0,23.0,2.0,1890.94,24.0,6.0,14.0
FAC_0425,BOTH,16267.389999999998,2602.0,15582.579999999998,2590.0,24.0,1.0,684.8100000000001,12.0,7.0,5.0
FAC_0426,TAE_ONLY,16060.38,522.0,16060.38,522.0,23.0,1.0,0.0,0.0,,
FAC_0427,BOTH,15985.579999999998,441.0,14327.039999999999,416.0,11.0,1.0,1658.54,25.0,12.0,7.0
FAC_0428,BOTH,15888.050000000001,886.0,15367.12,883.0,24.0,2.0,520.9300000000001,3.0,2.0,2.0
FAC_0429,BOTH,15832.07,692.0,15678.39,688.0,24.0,3.0,153.68,4.0,4.0,1.0
FAC_0430,BOTH,15757.890000000001,542.0,15516.69,532.0,24.0,3.0,241.2,10.0,4.0,23.0
FAC_0431,BOTH,15737.500000000002,748.0,15693.220000000001,746.0,19.0,2.0,44.28,2.0,2.0,2.0
FAC_0432,TAE_ONLY,15722.5,425.0,15722.5,425.0,23.0,2.0,0.0,0.0,,
FAC_0433,TAE_ONLY,15662.6,2784.0,15662.6,2784.0,24.0,1.0,0.0,0.0,,
FAC_0434,BOTH,15636.800000000001,605.0,15291.28,601.0,11.0,2.0,345.52,4.0,6.0,7.0
FAC_0435,TAE_ONLY,15611.02,6190.0,15611.02,6190.0,24.0,1.0,0.0,0.0,1.0,1.0
FAC_0436,BOTH,15433.82,601.0,15313.26,598.0,23.0,3.0,120.56,3.0,2.0,2.0
FAC_0437,BOTH,15307.366,494.0,14877.926,485.0,23.0,1.0,429.44,9.0,5.0,6.0
FAC_0438,TAE_ONLY,15224.369999999999,503.0,15224.369999999999,503.0,17.0,2.0,0.0,0.0,,
FAC_0439,BOTH,15144.66,443.0,14245.87,429.0,9.0,1.0,898.79,14.0,8.0,9.0
FAC_0440,BOTH,15123.75,279.0,12069.75,231.0,22.0,1.0,3054.0,48.0,15.0,9.0
FAC_0441,TAE_ONLY,14975.08,104.0,14975.08,104.0,6.0,3.0,0.0,0.0,,
FAC_0442,TAE_ONLY,14842.09,1311.0,14842.09,1311.0,24.0,2.0,0.0,0.0,,
FAC_0443,TAE_ONLY,14666.0,6871.0,14666.0,6871.0,20.0,1.0,0.0,0.0,,
FAC_0444,BOTH,14617.59,696.0,14376.74,693.0,23.0,1.0,240.85,3.0,5.0,4.0
FAC_0445,TAE_ONLY,14596.439999999999,8296.0,14596.439999999999,8296.0,16.0,3.0,0.0,0.0,,
FAC_0446,BOTH,14521.029999999999,2457.0,14268.3,2450.0,24.0,2.0,252.73000000000002,7.0,7.0,4.0
FAC_0447,BOTH,14498.83,422.0,14041.56,415.0,12.0,1.0,457.27,7.0,5.0,6.0
FAC_0448,TAE_ONLY,14425.949999999999,3443.0,14425.949999999999,3443.0,15.0,3.0,0.0,0.0,,
FAC_0449,BOTH,14270.26,1182.0,13509.75,1170.0,9.0,2.0,760.51,12.0,7.0,14.0
FAC_0450,BOTH,14252.02,433.0,13873.5,428.0,16.0,3.0,378.52,5.0,8.0,6.0
FAC_0451,RB_ONLY,14232.75,200.0,0.0,0.0,,,14232.75,200.0,22.0,7.0
FAC_0452,BOTH,14115.850000000002,446.0,13927.650000000001,444.0,23.0,3.0,188.2,2.0,2.0,4.0
FAC_0453,BOTH,13886.791,4281.0,13626.081,4277.0,20.0,1.0,260.71,4.0,6.0,6.0
FAC_0454,BOTH,13821.970000000001,1776.0,13145.44,1768.0,15.0,2.0,676.53,8.0,3.0,3.0
FAC_0455,BOTH,13812.16,547.0,13604.94,544.0,21.0,5.0,207.22,3.0,5.0,4.0
FAC_0456,RB_ONLY,13579.4,341.0,0.0,0.0,,,13579.4,341.0,10.0,2.0
FAC_0457,TAE_ONLY,13568.516000000001,6663.0,13568.516000000001,6663.0,23.0,2.0,0.0,0.0,2.0,4.0
FAC_0458,TAE_ONLY,13516.789999999999,483.0,13516.789999999999,483.0,24.0,1.0,0.0,0.0,,
FAC_0459,BOTH,13470.68,417.0,13198.4,409.0,24.0,2.0,272.28000000000003,8.0,6.0,2.0
FAC_0460,TAE_ONLY,13425.77,1448.0,13425.77,1448.0,9.0,2.0,0.0,0.0,5.0,18.0
FAC_0461,BOTH,13380.759999999998,284.0,12087.3,258.0,5.0,1.0,1293.46,26.0,6.0,6.0
FAC_0462,BOTH,13353.369999999999,271.0,13112.82,266.0,19.0,2.0,240.55,5.0,6.0,4.0
FAC_0463,BOTH,13176.130000000001,401.0,12300.0,385.0,9.0,1.0,876.1300000000001,16.0,12.0,1.0
FAC_0464,BOTH,13157.289999999999,462.0,12193.24,450.0,11.0,2.0,964.0500000000001,12.0,7.0,4.0
FAC_0465,BOTH,13097.89,4645.0,13020.289999999999,4643.0,24.0,1.0,77.6,2.0,1.0,1.0
FAC_0466,TAE_ONLY,13020.0,434.0,13020.0,434.0,2.0,2.0,0.0,0.0,,
FAC_0467,TAE_ONLY,13017.33,347.0,13017.33,347.0,21.0,1.0,0.0,0.0,,
FAC_0468,TAE_ONLY,13000.72,582.0,13000.72,582.0,15.0,2.0,0.0,0.0,,
FAC_0469,BOTH,12999.72,263.0,12853.32,261.0,11.0,1.0,146.4,2.0,4.0,3.0
FAC_0470,TAE_ONLY,12994.89,526.0,12994.89,526.0,10.0,1.0,0.0,0.0,,
FAC_0471,BOTH,12942.82,554.0,11412.44,536.0,21.0,2.0,1530.38,18.0,6.0,3.0
FAC_0472,BOTH,12893.22,393.0,12005.14,376.0,23.0,3.0,888.08,17.0,6.0,7.0
FAC_0473,BOTH,12852.839999999998,1300.0,12533.21,1295.0,9.0,2.0,319.63,5.0,4.0,3.0
FAC_0474,BOTH,12713.07,270.0,12575.289999999999,269.0,12.0,1.0,137.78,1.0,2.0,2.0
FAC_0475,RB_ONLY,12661.460000000001,367.0,0.0,0.0,,,12661.460000000001,367.0,21.0,12.0
FAC_0476,BOTH,12621.64,5885.0,12385.97,5881.0,9.0,1.0,235.67,4.0,5.0,3.0
FAC_0477,BOTH,12621.630000000001,4813.0,11814.300000000001,4802.0,9.0,1.0,807.3299999999999,11.0,2.0,4.0
FAC_0478,BOTH,12427.480000000001,488.0,12288.880000000001,485.0,12.0,3.0,138.60000000000002,3.0,3.0,1.0
FAC_0479,BOTH,12418.73,282.0,12218.5,279.0,23.0,3.0,200.23000000000002,3.0,3.0,2.0
FAC_0480,TAE_ONLY,12413.74,2044.0,12413.74,2044.0,14.0,1.0,0.0,0.0,,
FAC_0481,BOTH,12394.86,3383.0,12314.86,3382.0,24.0,2.0,80.0,1.0,1.0,1.0
FAC_0482,BOTH,12364.630000000001,302.0,7375.4800000000005,229.0,16.0,3.0,4989.15,73.0,14.0,17.0
FAC_0483,BOTH,12320.82,308.0,11010.22,289.0,14.0,1.0,1310.6,19.0,12.0,8.0
FAC_0484,TAE_ONLY,12301.0,390.0,12301.0,390.0,3.0,2.0,0.0,0.0,,
