facility_id,month_year_fmt,ndc,rb_spend,rb_units
AE0031,2024-07,63323062610,28.05,1.0
MD2001,2024-07,63323068810,40.21,1.0
AB9983,2024-07,65219047410,847.1100000000001,33.0
775316,2024-07,63323087374,40.17,1.0
NC0141,2024-07,63323082476,213.84,3.0
803856,2024-07,63323053075,89.04,2.0
CA2863,2024-07,63323017876,-37.37,-1.0
NE0001,2024-07,63323068810,51.79,1.0
640880,2024-07,63323053075,2149.2,54.0
KY0215,2024-07,63323082475,46.2,1.0
AA6913,2024-07,63323053075,46.2,1.0
VA0072,2024-07,63323053075,70.69,1.0
IL2386,2024-07,63323062610,25.85,1.0
PA2053,2024-07,63323068810,40.22,1.0
658412,2024-07,63323068810,40.22,1.0
BC1555,2024-07,65219047030,417.84,6.0
667853,2024-07,63323068310,86.68,2.0
AV3002,2024-07,65219047030,168.44,2.0
658500,2024-07,63323053075,676.5999999999999,17.0
AM2920,2024-07,65219047030,371.44,4.0
681923,2024-07,65219014810,172.2,2.0
NY5073,2024-07,63323053075,282.76,4.0
606133,2024-07,65219047030,69.64,1.0
636001,2024-07,63323082474,110.06,2.0
AG5958,2024-07,63323068610,36.04,1.0
606404,2024-07,65219047030,336.88,4.0
MD9024,2024-07,63323053075,44.52,1.0
735510,2024-07,65219047220,52.77,1.0
FL2058,2024-07,65219047030,122.44,2.0
659495,2024-07,65219011910,87.03,1.0
NY5073,2024-07,63323087310,204.3,6.0
608958,2024-07,65219047910,89.64,2.0
CA0038,2024-07,65219047030,985.44,16.0
754066,2024-07,65219022010,376.94,2.0
LA0075,2024-07,63323066910,47.5,1.0
AA1680,2024-07,65219047220,158.31,3.0
NY5017,2024-07,63323082476,120.52,2.0
TX2129,2024-07,65219047910,67.86,3.0
640913,2024-07,63323053075,1154.2,29.0
LA0120,2024-07,63323068810,87.0,2.0
CA2673,2024-07,65219047410,41.72,1.0
TX0549,2024-07,63323053075,40.65,1.0
AD9998,2024-07,65219047220,105.54,2.0
754066,2024-07,65219047030,252.66,3.0
NY2153,2024-07,63323082474,134.96,2.0
NC0097,2024-07,63323017876,34.32,1.0
742092,2024-07,65219047410,41.72,1.0
MA2038,2024-07,63323053075,77.62,2.0
TX2003,2024-07,63323062600,84.27,1.0
809244,2024-07,65219047030,336.88,4.0
MN2008,2024-07,65219047220,80.0,1.0
804425,2024-07,63323082476,129.6,2.0
607358,2024-07,63323087310,34.05,1.0
AT2416,2024-07,65219014410,52.98,1.0
626943,2024-07,63323053075,74.4,1.0
718354,2024-07,65219047410,140.52,6.0
ME2001,2024-07,63323053075,80.0,1.0
TX0207,2024-07,65219047410,194.0,10.0
749005,2024-07,65219047030,186.12,2.0
611745,2024-07,63323017876,52.5,1.0
IL2386,2024-07,63323062625,329.4,6.0
AD9998,2024-07,63323086910,272.4,8.0
WI2007,2024-07,65219047220,80.0,1.0
ME2007,2024-07,65219047030,131.4,2.0
IN2026,2024-07,63323087074,24.93,1.0
00,2024-07,65219047410,0.0,0.0
741671,2024-07,65219047030,168.44,2.0
712582,2024-07,63323053075,157.16,4.0
MI2048,2024-07,65219047030,118.28,2.0
627605,2024-07,63323062610,45.6,1.0
658413,2024-07,65219011910,87.01,1.0
761055,2024-07,63323053075,38.72,1.0
667853,2024-07,63323053075,88.0,1.0
742121,2024-07,63323062625,59.7,1.0
TX2129,2024-07,65219047410,250.25,13.0
649419,2024-07,65219047030,234.88,4.0
NC0121,2024-07,63323053075,74.18,1.0
600501,2024-07,63323053075,38.78,1.0
LA0191,2024-07,63323068810,152.26,3.0
610667,2024-07,63323053075,1512.4,38.0
CA3270,2024-07,63323053075,80.0,1.0
623207,2024-07,65219047410,221.85000000000002,5.0
TX0021,2024-07,63323082476,60.26,1.0
SC0079,2024-07,65219047030,92.86,1.0
709514,2024-07,63323082474,218.72,4.0
826123,2024-07,63323053075,141.38,2.0
661364,2024-07,65219047910,59.6,2.0
691507,2024-07,65219047030,243.36,4.0
KY0080,2024-07,65219022010,5088.69,27.0
NY5073,2024-07,63323082476,60.26,1.0
604824,2024-07,65219047410,33.55,1.0
NY0025,2024-07,63323053075,184.8,4.0
821560,2024-07,65219047910,79.74,3.0
AQ1207,2024-07,63323053075,80.0,1.0
AC2107,2024-07,65219047030,0.0,0.0
BD4771,2024-07,63323086910,116.64000000000001,3.0
649278,2024-07,65219047220,-76.4,-1.0
FL0226,2024-07,63323062625,60.89,1.0
FL0261,2024-07,63323053075,147.12,2.0
WV0012,2024-07,63323068810,39.96,1.0
AE9898,2024-07,65219047910,64.36,2.0
721174,2024-07,63323068810,39.78,1.0
MI2030,2024-07,63323053075,46.2,1.0
743695,2024-07,63323053075,92.4,2.0
NY5065,2024-07,63323082476,120.52,2.0
640909,2024-07,63323053075,557.2,14.0
GA0196,2024-07,65219047910,37.74,1.0
791722,2024-07,63323068610,44.44,1.0
AW7993,2024-07,63323062610,57.76,2.0
712581,2024-07,65219047030,185.22,3.0
721169,2024-07,63323068810,39.78,1.0
786930,2024-07,63323087074,50.14,1.0
GA2038,2024-07,65219047410,33.55,1.0
WI0008,2024-07,63323053075,46.2,1.0
663308,2024-07,65219015310,87.03,1.0
629770,2024-07,63323053075,42.0,1.0
KY0215,2024-07,63323062655,175.56,2.0
670702,2024-07,65219047030,168.44,2.0
630389,2024-07,63323053075,152.66,2.0
OH2001,2024-07,65219047220,489.70000000000005,10.0
IL2386,2024-07,65219047030,304.85,5.0
KY0106,2024-07,63323017876,34.32,1.0
610796,2024-07,65219047410,820.8,18.0
TX0021,2024-07,65219047410,83.9,2.0
TX0174,2024-07,63323087010,51.58,1.0
721167,2024-07,63323053075,135.45,3.0
AM2920,2024-07,65219011810,-85.58,-1.0
742233,2024-07,65219025810,903.36,2.0
AQ6150,2024-07,63323053075,80.0,1.0
729602,2024-07,63323082476,129.6,2.0
CA0038,2024-07,65219023825,780.24,8.0
631298,2024-07,63323082475,133.02,2.0
CA2025,2024-07,63323053075,80.0,1.0
637619,2024-07,63323082476,25.85,1.0
721173,2024-07,63323053075,45.15,1.0
AV4643,2024-07,65219014810,86.11,1.0
605755,2024-07,63323053075,141.38,2.0
613603,2024-07,63323068310,36.5,1.0
PA5025,2024-07,63323068610,33.5,1.0
NY5073,2024-07,63323017876,747.4,20.0
814000,2024-07,63323062625,94.32,1.0
MN5050,2024-07,65219047030,102.0,1.0
KY0080,2024-07,65219047410,209.75,5.0
NC0074,2024-07,63323053075,46.2,1.0
PA2053,2024-07,63323068610,33.75,1.0
747952,2024-07,65219011910,86.01,1.0
AH7694,2024-07,63323068810,46.98,1.0
745743,2024-07,63323068610,44.44,1.0
OH2073,2024-07,65219015310,86.1,1.0
611787,2024-07,65219038910,984.9,7.0
641840,2024-07,63323053075,70.69,1.0
763669,2024-07,63323068810,87.0,2.0
641329,2024-07,65219047220,316.62,6.0
CA2247,2024-07,65219015310,86.1,1.0
758498,2024-07,63323068610,33.2,1.0
705860,2024-07,65219047410,1163.34,46.0
AV6445,2024-07,63323082476,34.72,1.0
AB3559,2024-07,65219047410,1276.8000000000002,28.0
695372,2024-07,65219047910,48.89,1.0
698171,2024-07,63323053075,1830.8000000000002,46.0
00,2024-07,63323062610,23.5,1.0
AR2049,2024-07,63323062610,25.85,1.0
IN2204,2024-07,63323068610,35.33,1.0
712582,2024-07,65219047030,1049.58,17.0
644477,2024-07,65219047220,73.46,1.0
677449,2024-07,65219047220,48.05,1.0
690177,2024-07,63323068610,173.84,4.0
835546,2024-07,63323053075,42.0,1.0
MI2016,2024-07,65219047410,0.0,0.0
AF4559,2024-07,65219047410,315.12,12.0
716276,2024-07,65219047410,156.66,6.0
NY5029,2024-07,63323082476,120.52,2.0
642017,2024-07,63323082474,123.88,2.0
721172,2024-07,63323062625,54.6,1.0
AU4682,2024-07,63323062600,275.22,2.0
NY5065,2024-07,63323068310,44.44,1.0
786480,2024-07,65219047410,456.0,10.0
809162,2024-07,63323066910,33.5,1.0
NY2007,2024-07,63323053075,141.38,2.0
AD8360,2024-07,65219047220,85.72,2.0
AE0997,2024-07,63323053075,70.69,1.0
CA3186,2024-07,65219047030,168.44,2.0
717064,2024-07,63323062655,50.57,1.0
IL2386,2024-07,63323082474,109.8,2.0
701379,2024-07,65219047910,58.46,2.0
FL2450,2024-07,63323068310,33.21,1.0
630289,2024-07,65219023825,192.16,2.0
AB0528,2024-07,63323017876,62.0,2.0
TX0420,2024-07,65219047410,303.12,12.0
00,2024-07,63323053075,242.88000000000002,5.0
627592,2024-07,63323082476,42.98,2.0
AB5344,2024-07,65219014810,86.1,1.0
NY2243,2024-07,63323082475,66.51,1.0
VA0001,2024-07,63323053075,141.38,2.0
730764,2024-07,65219047410,110.68,4.0
703020,2024-07,65219047030,84.22,1.0
00,2024-07,63323082476,23.5,1.0
NC0003,2024-07,65219022225,97.37,1.0
AH7694,2024-07,65219047220,100.22,2.0
MN2017,2024-07,63323082475,38.53,1.0
MI2033,2024-07,63323062610,0.0,-2.0
IL2013,2024-07,65219047220,43.84,1.0
PA0025,2024-07,63323017876,57.64,1.0
749005,2024-07,63323068310,43.34,1.0
660773,2024-07,63323082476,50.1,1.0
TX0323,2024-07,65219025810,1812.08,4.0
FL0027,2024-07,65219047910,54.76,2.0
AG3142,2024-07,63323087310,-34.05,-1.0
758809,2024-07,63323062610,56.1,2.0
836456,2024-07,63323082476,129.6,2.0
NY5019,2024-07,63323066910,70.08,2.0
AP7608,2024-07,65219047910,120.04,2.0
821905,2024-07,63323068610,38.69,1.0
MD2001,2024-07,63323068610,33.74,1.0
831007,2024-07,63323053075,44.52,1.0
AC0236,2024-07,65219047030,96.48,1.0
AW4878,2024-07,65219047410,932.4,24.0
NU2044,2024-07,63323068610,67.0,2.0
744736,2024-07,65219047910,157.5,3.0
NY2163,2024-07,63323068310,67.24,2.0
NJ2047,2024-07,63323082476,94.0,4.0
846170,2024-07,65219047220,320.0,4.0
NY2145,2024-07,63323068310,38.69,1.0
843384,2024-07,65219047030,487.48,7.0
815493,2024-07,63323053075,136.08,3.0
AE0026,2024-07,63323062610,28.05,1.0
FL0287,2024-07,63323062625,163.05,3.0
625066,2024-07,63323066910,36.4,1.0
AE8973,2024-07,65219047220,76.22,1.0
AI0718,2024-07,63323053075,41.19,1.0
AZ2050,2024-07,63323053075,76.46,2.0
721177,2024-07,63323068310,66.76,2.0
842479,2024-07,65219047030,122.6,2.0
IA2063,2024-07,63323087074,68.03999999999999,3.0
PA2586,2024-07,65219047030,181.97,3.0
IL0004,2024-07,63323053075,160.0,2.0
KY0070,2024-07,63323053075,73.2,1.0
VA0021,2024-07,63323053075,92.4,2.0
TX0549,2024-07,65219047410,25.26,1.0
627576,2024-07,63323062625,112.94,2.0
AA6530,2024-07,65219047030,306.55,5.0
635761,2024-07,63323062625,59.7,1.0
NV2013,2024-07,63323062610,21.5,1.0
659104,2024-07,63323068610,33.76,1.0
IN2022,2024-07,63323066910,88.94,2.0
NC0153,2024-07,63323017876,28.89,1.0
MN2017,2024-07,65219014410,106.22,2.0
729616,2024-07,65219047910,210.0,4.0
AR0093,2024-07,63323053075,175.56,2.0
632039,2024-07,63323062610,42.41,1.0
631046,2024-07,63323082476,120.52,2.0
729627,2024-07,65219047220,160.0,2.0
00,2024-07,63323082475,45.36,1.0
MI2048,2024-07,63323053075,92.4,2.0
669843,2024-07,65219015310,173.64,2.0
804303,2024-07,63323062600,79.5,1.0
AR0067,2024-07,63323068310,130.38,3.0
DC0005,2024-07,63323082474,327.6,6.0
630394,2024-07,63323068310,77.38,2.0
630398,2024-07,63323066910,38.69,1.0
AM0992,2024-07,65219047410,217.76,8.0
821905,2024-07,63323053075,147.01999999999998,2.0
709158,2024-07,63323087374,38.8,1.0
IA2052,2024-07,63323053075,45.36,1.0
LA0120,2024-07,63323086910,28.2,1.0
CA0038,2024-07,65219047410,72.72,3.0
TX0651,2024-07,65219047220,158.31,3.0
IN2204,2024-07,63323068810,42.1,1.0
611456,2024-07,63323068310,0.0,-1.0
AB6936,2024-07,63323017876,447.48,6.0
721175,2024-07,63323053075,90.3,2.0
NY5093,2024-07,63323053075,-103.64999999999999,-2.0
00,2024-07,65219047030,0.0,0.0
658409,2024-07,63323068310,95.0,2.0
SC2031,2024-07,65219047030,61.48,1.0
781393,2024-07,65219015310,86.35,1.0
NC0302,2024-07,63323068810,80.68,2.0
662082,2024-07,65219014410,-53.11,-1.0
763778,2024-07,65219047220,0.0,0.0
WV0036,2024-07,63323082476,64.8,1.0
AE9898,2024-07,65219047410,224.64,8.0
NY5063,2024-07,63323086710,34.05,1.0
721168,2024-07,63323068810,119.34,3.0
DE0011,2024-07,63323062610,0.0,-1.0
825507,2024-07,63323068610,45.27,1.0
AD9998,2024-07,63323082476,50.1,1.0
721170,2024-07,65219038910,128.68,1.0
WA2034,2024-07,65219047220,126.75,3.0
AW7993,2024-07,65219047220,97.82,2.0
AN0338,2024-07,65219047410,54.9,2.0
AB9955,2024-07,63323068610,77.38,2.0
CA2008,2024-07,63323053075,45.36,1.0
718354,2024-07,65219047030,237.6,4.0
608807,2024-07,65219038910,0.0,0.0
SD2010,2024-07,63323062625,72.4,1.0
658413,2024-07,65219014810,174.02,2.0
796564,2024-07,65219011910,87.64,1.0
AA6530,2024-07,65219047220,129.3,3.0
AP9476,2024-07,65219047910,60.02,1.0
NY5073,2024-07,65219047910,943.5,25.0
667853,2024-07,63323082475,332.64,3.0
734383,2024-07,63323082476,69.44,2.0
IA2011,2024-07,63323053075,136.07999999999998,3.0
WV0042,2024-07,65219022225,289.38,3.0
NE2044,2024-07,63323082474,67.48,1.0
657850,2024-07,63323068310,130.02,3.0
NC0175,2024-07,63323053075,165.37,3.0
650699,2024-07,63323068610,34.36,1.0
837803,2024-07,65219047030,734.28,12.0
AR0052,2024-07,63323053075,73.2,1.0
682505,2024-07,63323053075,137.94,3.0
TX0058,2024-07,63323066910,88.94,2.0
TN0203,2024-07,63323053075,175.56,2.0
712580,2024-07,65219047030,493.92,8.0
658409,2024-07,63323017876,57.34,2.0
843071,2024-07,63323017876,155.7,5.0
AA4570,2024-07,63323068810,52.64,1.0
805555,2024-07,63323087310,34.05,1.0
TX0420,2024-07,65219047910,230.72,8.0
WA2018,2024-07,65219047220,-42.34,-1.0
782833,2024-07,63323062610,25.85,1.0
605170,2024-07,65219047910,117.1,5.0
623178,2024-07,63323062625,-72.4,-1.0
IN2071,2024-07,65219047220,92.4,2.0
MD0100,2024-07,63323068810,283.0,5.0
712581,2024-07,65219047410,24.32,1.0
754066,2024-07,65219047220,105.54,2.0
627592,2024-07,63323053075,38.41,1.0
758808,2024-07,63323082475,38.43,1.0
MD0100,2024-07,65219047030,612.0,6.0
PA2196,2024-07,63323082474,109.56,2.0
660773,2024-07,65219047410,155.4,4.0
NY5073,2024-07,65219047030,842.2,10.0
TX0238,2024-07,63323086974,45.36,1.0
SC2115,2024-07,65219047030,92.86,1.0
622359,2024-07,63323062625,55.37,1.0
00,2024-07,63323087074,0.0,0.0
659479,2024-07,63323062625,94.34,1.0
IL2017,2024-07,65219025810,1350.9,3.0
649419,2024-07,65219047220,41.29,1.0
AF4559,2024-07,65219047030,66.65,1.0
747952,2024-07,63323053075,73.12,1.0
TX0083,2024-07,65219025810,906.04,2.0
FL0027,2024-07,65219011910,260.22,3.0
636699,2024-07,65219047220,105.54,2.0
AU6192,2024-07,65219047410,103.93,2.0
OH2001,2024-07,65219047410,82.35,3.0
NY2143,2024-07,63323053075,92.4,2.0
611642,2024-07,63323053075,42.0,1.0
AZ2085,2024-07,65219011910,86.74,1.0
NY5014,2024-07,63323068810,46.11,1.0
685206,2024-07,63323087074,24.93,1.0
VA2038,2024-07,65219047030,168.44,2.0
OH2073,2024-07,65219023825,96.08,1.0
MI2302,2024-07,65219047030,59.14,1.0
644476,2024-07,65219023610,142.22,1.0
NY2164,2024-07,65219047220,47.77,1.0
KY5005,2024-07,65219047220,60.67,1.0
616865,2024-07,63323053075,73.2,1.0
AR2049,2024-07,65219047220,89.32,2.0
WA2050,2024-07,63323053075,88.0,1.0
DE0002,2024-07,65219011910,174.82,2.0
KY0059,2024-07,63323053075,148.8,2.0
NC0153,2024-07,65219011910,87.41,1.0
AB4173,2024-07,63323053075,46.2,1.0
IN2026,2024-07,65219014810,95.04,1.0
678342,2024-07,65219047410,77.69999999999999,3.0
NY5017,2024-07,63323086710,34.05,1.0
AF1219,2024-07,65219047220,105.54,2.0
605170,2024-07,65219047410,119.58,6.0
AF5158,2024-07,65219047410,77.7,3.0
AD9998,2024-07,65219047410,505.05,13.0
616791,2024-07,63323068810,51.64,1.0
764238,2024-07,65219047030,252.66,3.0
716276,2024-07,63323066910,36.52,1.0
NY2164,2024-07,65219047030,67.96,1.0
WV0036,2024-07,65219023610,-143.98,-1.0
674291,2024-07,65219047410,25.056,1.0
KY0215,2024-07,63323017876,34.32,1.0
GA2039,2024-07,65219047910,75.48,2.0
680653,2024-07,65219047910,113.22,3.0
AB9778,2024-07,65219047030,122.06,2.0
AD9998,2024-07,63323062610,196.35,7.0
703293,2024-07,63323017876,31.0,1.0
BC1555,2024-07,65219022010,188.47,1.0
641329,2024-07,65219014410,58.48,1.0
759820,2024-07,63323062610,28.88,1.0
786930,2024-07,65219047910,59.83,1.0
616791,2024-07,65219047030,837.54,9.0
821905,2024-07,63323068310,116.07,3.0
682509,2024-07,63323068310,66.6,2.0
AM2919,2024-07,65219022450,75.02,1.0
NE2008,2024-07,63323068810,103.58,2.0
758923,2024-07,65219047030,1530.0,15.0
671532,2024-07,63323053075,74.4,1.0
WV0036,2024-07,65219014410,52.94,1.0
NY2507,2024-07,63323053075,141.38,2.0
NY2162,2024-07,63323082474,54.98,1.0
844778,2024-07,63323068810,42.63,1.0
SD2031,2024-07,63323082474,67.48,1.0
AC4773,2024-07,63323017876,48.732,1.0
611995,2024-07,63323017876,62.0,2.0
808155,2024-07,63323086910,68.1,2.0
721207,2024-07,65219047030,559.68,6.0
00,2024-07,65219047910,0.0,0.0
GA0193,2024-07,63323062625,56.47,1.0
KY0069,2024-07,63323068310,87.06,2.0
AT8705,2024-07,63323082476,71.28,1.0
FL2004,2024-07,63323062625,603.5699999999999,11.0
TX0238,2024-07,65219047220,50.33,1.0
VA0095,2024-07,63323017876,112.10999999999999,3.0
NY2326,2024-07,65219014810,229.58,2.0
NY2507,2024-07,63323082476,60.26,1.0
AR2049,2024-07,65219047410,75.09,3.0
TX0207,2024-07,63323068810,62.4,1.0
606222,2024-07,63323068810,0.0,-1.0
791722,2024-07,63323068310,44.44,1.0
721176,2024-07,63323062625,54.6,1.0
TX0027,2024-07,65219047910,37.74,1.0
AQ8271,2024-07,65219047410,25.9,1.0
709151,2024-07,63323087374,38.2,1.0
NE2446,2024-07,63323068810,51.79,1.0
DE0002,2024-07,65219047220,640.0,8.0
CA2656,2024-07,63323053075,73.02,1.0
KY0059,2024-07,65219047030,140.56,2.0
LA0001,2024-07,63323017876,-28.923,-1.0
CA2669,2024-07,63323053075,38.23,1.0
763225,2024-07,63323068610,33.53,1.0
TX0207,2024-07,65219047030,45.1,1.0
600816,2024-07,65219011910,83.93,1.0
703019,2024-07,65219047220,98.36,2.0
623207,2024-07,63323068810,55.08,1.0
AF5950,2024-07,65219047410,156.0,6.0
NY2033,2024-07,65219011910,175.92,2.0
657850,2024-07,65219038910,128.37,1.0
DE0002,2024-07,63323053075,80.0,1.0
GA0171,2024-07,65219047030,336.88,4.0
IL2386,2024-07,63323082476,51.7,2.0
WI2007,2024-07,63323082475,38.8,1.0
657850,2024-07,63323068810,258.2,5.0
PA1152,2024-07,63323053075,92.4,2.0
638240,2024-07,65219047410,129.5,5.0
AG3004,2024-07,63323062625,375.0,4.0
TX0021,2024-07,65219047910,75.48,2.0
AP0345,2024-07,63323053075,175.56,2.0
IN2005,2024-07,63323082476,60.26,1.0
631046,2024-07,63323086910,0.0,-1.0
NY2045,2024-07,65219047030,408.0,4.0
MI2059,2024-07,63323053075,46.2,1.0
659014,2024-07,65219047030,122.62,2.0
AE0029,2024-07,63323087074,49.86,2.0
AJ2549,2024-07,63323082474,63.28,1.0
607357,2024-07,65219047410,33.55,1.0
690177,2024-07,65219014210,172.2,2.0
FL0161,2024-07,63323062625,204.0,2.0
TX0281,2024-07,63323082474,59.7,1.0
LA0328,2024-07,63323017876,91.72800000000001,3.0
AD4855,2024-07,63323068310,131.76,3.0
NC0175,2024-07,65219011810,212.66,2.0
821905,2024-07,63323066910,0.0,0.0
708926,2024-07,65219047030,305.435,5.0
AA6530,2024-07,65219022225,390.12,4.0
BE6656,2024-07,65219047030,0.0,0.0
IL2386,2024-07,63323053075,92.4,2.0
GA2038,2024-07,65219047030,954.0,12.0
661365,2024-07,63323062655,42.0,1.0
GA0171,2024-07,63323053075,282.76,4.0
AU5273,2024-07,63323053075,141.38,2.0
653673,2024-07,63323053075,141.38,2.0
727338,2024-07,63323053075,875.5999999999999,22.0
NC0153,2024-07,63323068310,47.5,1.0
621673,2024-07,63323068610,118.26,3.0
AG8352,2024-07,65219047410,40.68,1.0
IA2038,2024-07,63323082474,67.48,1.0
606133,2024-07,63323053075,74.4,1.0
612908,2024-07,63323068810,52.85,1.0
OH2001,2024-07,65219047030,1741.0,25.0
DE0002,2024-07,65219022225,292.59,3.0
NV2013,2024-07,63323053075,38.41,1.0
629867,2024-07,65219047030,120.78,2.0
704140,2024-07,63323068810,52.64,1.0
650699,2024-07,63323086910,26.55,1.0
KY0110,2024-07,63323066910,38.69,1.0
CA2021,2024-07,63323053075,80.0,1.0
658412,2024-07,63323062600,73.51,1.0
608807,2024-07,65219038905,0.0,0.0
797651,2024-07,65219047220,158.31,3.0
NY5073,2024-07,63323086710,68.1,2.0
659494,2024-07,65219047030,282.96,3.0
NY2179,2024-07,63323053075,353.45,5.0
709153,2024-07,65219025810,914.84,2.0
PA0025,2024-07,63323053075,175.56,2.0
NY5017,2024-07,63323068310,77.38,2.0
612412,2024-07,63323082474,202.44,3.0
SD2015,2024-07,63323017876,37.37,1.0
632039,2024-07,63323082476,60.26,1.0
698161,2024-07,63323053075,676.5999999999999,17.0
781795,2024-07,63323062625,72.4,1.0
846597,2024-07,65219047220,52.77,1.0
687684,2024-07,63323068310,33.3,1.0
AR0045,2024-07,63323068810,78.14,2.0
605170,2024-07,65219047030,92.68,2.0
790398,2024-07,63323053075,87.36,2.0
MA2007,2024-07,63323017876,50.25,1.0
755982,2024-07,63323087074,24.93,1.0
633670,2024-07,63323066910,39.42,1.0
MA2455,2024-07,65219047220,72.74,1.0
NC0175,2024-07,63323062625,63.28,1.0
MD9024,2024-07,63323068810,46.11,1.0
AW7993,2024-07,65219047410,54.44,2.0
CA2305,2024-07,63323053075,0.0,0.0
759820,2024-07,65219047410,81.66,3.0
721170,2024-07,63323068310,66.76,2.0
AD9998,2024-07,63323087074,24.93,1.0
755982,2024-07,65219047220,211.08,4.0
NC0097,2024-07,63323086974,38.58,1.0
FL2058,2024-07,63323082476,21.8,1.0
AP9897,2024-07,63323053075,80.0,1.0
712581,2024-07,65219047220,434.09999999999997,10.0
NY5028,2024-07,63323082476,60.26,1.0
NY2145,2024-07,63323053075,74.4,1.0
763767,2024-07,65219047030,62.58,1.0
MI2030,2024-07,65219025810,908.42,2.0
AW7993,2024-07,63323087074,20.78,1.0
NE2043,2024-07,63323082474,67.48,1.0
657100,2024-07,63323082476,60.26,1.0
653673,2024-07,63323062600,192.4,2.0
CA2247,2024-07,63323082476,21.5,1.0
719733,2024-07,65219047410,26.0,1.0
MN2007,2024-07,63323053075,38.53,1.0
OH2198,2024-07,63323068310,38.69,1.0
AE6178,2024-07,65219047220,0.0,0.0
833833,2024-07,63323053075,54.57,1.0
685181,2024-07,65219047220,302.53999999999996,7.0
AB5012,2024-07,63323053075,70.69,1.0
645097,2024-07,63323017876,28.62,1.0
MD9024,2024-07,65219014810,229.58,2.0
AT2418,2024-07,63323068810,51.79,1.0
721175,2024-07,65219047030,181.92,3.0
623158,2024-07,65219047220,46.2,1.0
TN0018,2024-07,63323053075,219.60000000000002,3.0
743147,2024-07,63323068810,81.0,2.0
721207,2024-07,63323068810,103.54,2.0
658410,2024-07,63323068610,67.52,2.0
IA2024,2024-07,65219047220,150.33,3.0
00,2024-07,63323087310,0.0,0.0
AH7694,2024-07,63323086910,30.46,1.0
623178,2024-07,65219047220,211.08,4.0
721174,2024-07,63323068310,33.38,1.0
659116,2024-07,65219047220,43.09,1.0
721207,2024-07,63323068310,86.88,2.0
MA2039,2024-07,65219038910,130.98,1.0
NC0121,2024-07,63323062625,94.58,1.0
821560,2024-07,65219047410,349.20000000000005,15.0
NY5062,2024-07,63323053075,70.69,1.0
NC0153,2024-07,63323068810,56.6,1.0
AA6916,2024-07,65219047410,118.35,5.0
NY2402,2024-07,63323053075,74.4,1.0
IN2026,2024-07,63323068610,44.44,1.0
NY2174,2024-07,65219047030,417.84,6.0
605170,2024-07,63323087074,20.93,1.0
TX0323,2024-07,63323053075,76.86,2.0
NY5065,2024-07,63323068610,88.88,2.0
736265,2024-07,63323068310,130.02,3.0
NY2327,2024-07,63323082476,301.3,5.0
FL0408,2024-07,63323068310,33.3,1.0
DE0002,2024-07,63323068810,169.8,3.0
809162,2024-07,63323068610,33.5,1.0
AQ0992,2024-07,63323053075,91.7,1.0
638186,2024-07,63323082476,60.46,1.0
AH1439,2024-07,65219047220,105.54,2.0
809039,2024-07,65219047410,-1368.0,-30.0
649278,2024-07,65219022225,199.5,2.0
607037,2024-07,65219022010,753.88,4.0
IL2386,2024-07,65219025810,2276.25,5.0
VA0021,2024-07,63323082474,54.13,1.0
LA0120,2024-07,63323068610,73.0,2.0
728842,2024-07,63323082474,149.26,2.0
758809,2024-07,65219047030,1183.88,17.0
WV0086,2024-07,63323017876,74.74,2.0
GA2039,2024-07,65219047030,1272.0,16.0
843384,2024-07,65219047410,54.9,2.0
DE0002,2024-07,65219047030,1122.0,11.0
CA2642,2024-07,65219025810,1358.31,3.0
612088,2024-07,63323082476,64.8,1.0
HI2013,2024-07,63323053075,46.2,1.0
TX2129,2024-07,65219047030,45.0,1.0
NY2243,2024-07,63323082476,60.26,1.0
717064,2024-07,63323017876,186.85,5.0
658412,2024-07,63323017876,28.85,1.0
607358,2024-07,63323082475,66.51,1.0
AB5381,2024-07,63323068310,38.69,1.0
657211,2024-07,65219047030,102.0,1.0
AB3058,2024-07,65219047030,68.25,1.0
PA2196,2024-07,63323068610,134.0,4.0
603139,2024-07,65219047030,278.56,4.0
AE8985,2024-07,63323082476,61.73,1.0
GA2039,2024-07,65219047220,242.68,4.0
701379,2024-07,65219047410,153.0,6.0
716276,2024-07,63323068610,36.52,1.0
650914,2024-07,63323053075,46.2,1.0
AP0242,2024-07,65219047030,0.0,0.0
694222,2024-07,63323053075,477.6,12.0
679415,2024-07,65219047220,52.77,1.0
660329,2024-07,65219014410,58.48,1.0
AM2923,2024-07,65219047030,278.58,3.0
AT2685,2024-07,63323053075,312.08000000000004,8.0
IN2004,2024-07,63323017876,37.37,1.0
679971,2024-07,63323086910,34.05,1.0
685181,2024-07,63323087374,38.96,1.0
714817,2024-07,65219038910,928.62,6.0
KY0087,2024-07,65219047220,242.68,4.0
MA5009,2024-07,63323062625,59.7,1.0
658413,2024-07,63323068810,113.2,2.0
AG8352,2024-07,65219047220,214.07999999999998,3.0
804250,2024-07,65219047410,25.9,1.0
NC0153,2024-07,65219047910,226.44,6.0
FL0046,2024-07,63323082475,323.40000000000003,7.0
AF1487,2024-07,63323062610,-25.85,-1.0
658410,2024-07,63323068810,40.23,1.0
AW3431,2024-07,65219047030,84.22,1.0
773725,2024-07,65219047030,242.16,4.0
841475,2024-07,63323086974,79.0,1.0
624607,2024-07,65219047910,0.0,0.0
605821,2024-07,63323017876,48.04,1.0
