facility_id,month_year_fmt,ndc,rb_spend,rb_units
755982,2025-09,63323082474,69.05,1.0
775185,2025-09,63323086910,50.14,1.0
631298,2025-09,63323062610,28.41,1.0
AA6530,2025-09,65219045660,114.23,1.0
705079,2025-09,65219047030,346.2,4.0
00,2025-09,65219047410,0.0,0.0
AF5158,2025-09,65219047720,48.8,1.0
LA0120,2025-09,63323062625,59.4,1.0
IL2386,2025-09,65219047220,157.68,4.0
721171,2025-09,63323068610,82.14,2.0
657850,2025-09,63323062610,57.2,2.0
742233,2025-09,65219038910,128.58,1.0
BB5370,2025-09,63323086910,40.99,1.0
AB0460,2025-09,65219045660,150.05,1.0
NC0121,2025-09,65219011910,94.1,1.0
632039,2025-09,63323086910,112.8,4.0
781795,2025-09,63323068610,91.52,2.0
TX2425,2025-09,65219046660,90.0,1.0
FL0209,2025-09,63323068610,67.15,2.0
AG8745,2025-09,63323068310,124.2,3.0
FL2058,2025-09,63323053075,148.0,2.0
00,2025-09,65219046850,0.0,0.0
BA2924,2025-09,63323068810,52.53,1.0
678063,2025-09,65219046660,488.31,3.0
KY0020,2025-09,65219046020,89.04,2.0
791722,2025-09,63323087074,35.43,1.0
00,2025-09,65219046660,0.0,0.0
NY5064,2025-09,63323053075,71.57,1.0
821837,2025-09,63323068310,45.76,1.0
TX0420,2025-09,65219046850,290.26,2.0
FL0209,2025-09,63323068810,80.07,2.0
AE0026,2025-09,63323087074,50.44,2.0
TX0156,2025-09,65219045660,190.8,2.0
820739,2025-09,65219014210,94.1,1.0
FL9118,2025-09,65219046210,148.56,6.0
CA0038,2025-09,65219046020,156.04,4.0
NY2174,2025-09,63323062610,56.82,2.0
669843,2025-09,65219014610,94.1,1.0
637619,2025-09,63323082476,25.85,1.0
FL0016,2025-09,63323053075,45.15,1.0
734532,2025-09,65219046850,298.98,2.0
TX0513,2025-09,63323082475,67.18,1.0
AT1676,2025-09,65219046850,138.41,1.0
NJ2047,2025-09,63323082476,59.87,1.0
671003,2025-09,63323053075,38.78,1.0
727338,2025-09,63323087010,53.44,1.0
OH2064,2025-09,65219045660,228.12,2.0
600452,2025-09,65219047220,52.61,1.0
DE0006,2025-09,65219001201,502.89,3.0
BB5370,2025-09,63323062610,26.19,1.0
AR0045,2025-09,63323068810,39.74,1.0
KY0084,2025-09,65219046020,44.52,1.0
733407,2025-09,65219047910,38.82,1.0
695228,2025-09,63323087074,57.46,2.0
NY5017,2025-09,63323086774,300.12,6.0
817706,2025-09,65219046850,298.98,2.0
VA0040,2025-09,65219045830,76.52,1.0
AF1487,2025-09,65219046210,368.55,15.0
632039,2025-09,63323053075,75.41,1.0
703019,2025-09,63323062600,84.27,1.0
VA0040,2025-09,65219046660,218.14,1.0
AA6530,2025-09,65219011810,0.0,0.0
607357,2025-09,65219047030,79.5,1.0
635761,2025-09,63323017876,300.0,10.0
674291,2025-09,63323082476,138.0,6.0
00,2025-09,65219014410,0.0,0.0
605755,2025-09,63323068810,92.22,2.0
714814,2025-09,65219014410,211.89,3.0
AA6530,2025-09,65219046210,108.66,3.0
AE5793,2025-09,65219047220,42.18,1.0
NY2256,2025-09,63323068610,77.38,2.0
FL2450,2025-09,63323068310,33.27,1.0
KY0203,2025-09,65219046210,40.2,1.0
MI2075,2025-09,63323062610,25.38,1.0
654142,2025-09,65219046450,0.0,0.0
714817,2025-09,65219038905,277.14,1.0
NC0068,2025-09,65219014410,70.63,1.0
624607,2025-09,65219047030,173.1,2.0
714814,2025-09,63323068810,46.11,1.0
607358,2025-09,65219011910,98.39,1.0
761055,2025-09,65219014810,94.1,1.0
620029,2025-09,63323082475,0.0,0.0
FL0045,2025-09,63323017876,115.32,4.0
KY0111,2025-09,65219025810,604.02,1.0
MD9024,2025-09,65219011910,98.39,1.0
DC0005,2025-09,63323082474,54.12,1.0
00,2025-09,65219047030,0.0,0.0
NY2162,2025-09,63323087310,25.94,1.0
751390,2025-09,63323053075,75.41,1.0
667853,2025-09,63323017876,137.28,4.0
AF5158,2025-09,65219047410,25.9,1.0
728082,2025-09,63323062650,-84.25,-1.0
00,2025-09,65219014810,0.0,0.0
AA3298,2025-09,65219014210,97.88,1.0
AI5544,2025-09,65219047030,59.99,1.0
644526,2025-09,63323087010,146.48,2.0
695228,2025-09,65219047410,110.85,3.0
816118,2025-09,65219046850,273.9,2.0
743163,2025-09,65219047030,173.1,2.0
VA0135,2025-09,63323017876,37.95,1.0
FL2058,2025-09,65219015310,282.29999999999995,3.0
KY0084,2025-09,65219011910,98.39,1.0
AD9998,2025-09,63323086910,206.57999999999998,6.0
NC0074,2025-09,63323053075,46.2,1.0
AF1219,2025-09,65219047220,105.22,2.0
655985,2025-09,63323017876,52.5,1.0
NY2174,2025-09,63323053075,75.41,1.0
AI4173,2025-09,63323053075,60.28,1.0
MD0002,2025-09,65219014610,94.1,1.0
FL0027,2025-09,63323068610,201.78,6.0
AM0992,2025-09,65219046850,175.5,1.0
AG3142,2025-09,63323087074,75.66,3.0
847686,2025-09,63323017876,0.0,0.0
714816,2025-09,63323068610,77.38,2.0
AJ2552,2025-09,65219046850,-139.1,-1.0
BD4119,2025-09,65219046850,270.72,2.0
WV0050,2025-09,65219011910,94.1,1.0
661494,2025-09,65219047220,52.61,1.0
GA2039,2025-09,65219047030,238.5,3.0
FL0027,2025-09,63323068810,160.4,4.0
PA2013,2025-09,65219014210,95.14,2.0
BA8262,2025-09,65219046210,44.44,1.0
759820,2025-09,65219047410,26.69,1.0
NC0153,2025-09,63323087010,68.6,1.0
674291,2025-09,65219047220,398.04,12.0
AY9058,2025-09,63323062625,74.03,1.0
762116,2025-09,63323017876,57.75,1.0
AA6530,2025-09,65219046850,557.24,4.0
IA2173,2025-09,63323087074,0.0,0.0
624606,2025-09,63323068810,105.06,2.0
641329,2025-09,63323053075,0.0,0.0
714814,2025-09,65219015310,95.04,1.0
AI4173,2025-09,65219046210,73.14,3.0
843887,2025-09,63323017876,30.0,1.0
NY5062,2025-09,63323068310,45.76,1.0
716276,2025-09,63323068610,73.12,2.0
761055,2025-09,65219046020,270.96999999999997,7.0
AO4612,2025-09,63323068610,41.85,1.0
AD9998,2025-09,63323087074,50.44,2.0
GA0073,2025-09,63323053075,45.98,1.0
FL0261,2025-09,63323017876,517.14,18.0
729583,2025-09,63323082476,151.64,2.0
NC0084,2025-09,65219014410,70.63,1.0
BA3072,2025-09,63323062610,153.0,4.0
660773,2025-09,63323086910,123.66,3.0
SC0022,2025-09,63323068310,0.0,0.0
655558,2025-09,63323053075,143.14,2.0
714819,2025-09,63323068310,38.69,1.0
601044,2025-09,63323062610,28.41,1.0
SD2010,2025-09,63323086910,94.03999999999999,3.0
782833,2025-09,63323068610,33.46,1.0
SD2010,2025-09,63323066910,0.0,0.0
KY0020,2025-09,63323068610,77.38,2.0
AU5372,2025-09,65219046020,38.78,1.0
OH2031,2025-09,63323068610,67.7,2.0
753897,2025-09,63323053075,46.2,1.0
674291,2025-09,63323068610,73.0,2.0
PA2053,2025-09,65219047220,88.0,2.0
GA2039,2025-09,65219022225,79.5,1.0
FL0045,2025-09,63323068810,80.38,2.0
AI4173,2025-09,63323062610,28.6,1.0
00,2025-09,65219011910,0.0,0.0
NY2007,2025-09,63323053075,214.71,3.0
GA2038,2025-09,65219047030,159.0,2.0
611456,2025-09,65219046020,199.0,5.0
KY0084,2025-09,63323086910,29.89,1.0
803856,2025-09,65219045830,229.56,3.0
VA0066,2025-09,65219022225,256.18,2.0
KY0087,2025-09,65219047220,122.22,2.0
667853,2025-09,63323053075,92.4,2.0
721168,2025-09,63323087310,0.0,0.0
AH7879,2025-09,63323068310,36.14,1.0
644075,2025-09,65219046020,77.42,2.0
NY2174,2025-09,65219047910,310.56,8.0
IA2353,2025-09,65219046850,93.74,1.0
BA3325,2025-09,65219045660,228.7,2.0
FL0408,2025-09,63323068610,100.08,3.0
632039,2025-09,63323062610,43.6,1.0
GA0073,2025-09,63323068310,33.27,1.0
NE2046,2025-09,65219047030,86.55,1.0
NC0141,2025-09,65219015310,85.0,1.0
742118,2025-09,63323082474,138.1,2.0
KY0020,2025-09,63323087074,22.26,1.0
SD2010,2025-09,63323053075,429.42,6.0
653673,2025-09,63323062600,98.39,1.0
FL0111,2025-09,63323068310,66.54,2.0
GA2038,2025-09,65219046850,159.0,3.0
AT2051,2025-09,63323053075,292.4,4.0
AD9998,2025-09,63323068810,52.53,1.0
825656,2025-09,63323053075,71.57,1.0
NY0025,2025-09,63323053075,452.46,6.0
AV2454,2025-09,65219046850,53.0,1.0
AO4612,2025-09,63323068810,101.44,2.0
816844,2025-09,65219047410,75.26,2.0
NY5028,2025-09,63323068310,45.76,1.0
BB5370,2025-09,65219047030,0.0,0.0
670295,2025-09,63323082476,23.5,1.0
IL2026,2025-09,65219014210,195.76,2.0
816844,2025-09,63323086910,82.44,2.0
AG3142,2025-09,63323086910,68.86,2.0
KY0059,2025-09,63323068610,309.52,8.0
712582,2025-09,63323053075,155.88,4.0
KY0084,2025-09,63323068610,116.07,3.0
KY0020,2025-09,63323062610,174.37,7.0
AR0023,2025-09,63323068310,44.28,1.0
TX0104,2025-09,65219024050,100.52,1.0
VA0136,2025-09,63323068610,45.76,1.0
710898,2025-09,65219047220,42.73,1.0
714817,2025-09,65219046450,84.27,1.0
BA8260,2025-09,63323086910,50.14,1.0
KY0020,2025-09,65219047030,2529.44,36.0
782242,2025-09,63323086910,41.22,1.0
644410,2025-09,65219011910,94.1,1.0
721169,2025-09,63323068610,66.18,2.0
AT2051,2025-09,63323062610,45.6,1.0
MD0002,2025-09,65219045830,221.76,4.0
NY2327,2025-09,63323053075,357.84999999999997,5.0
PA2237,2025-09,63323053075,71.57,1.0
797563,2025-09,65219047720,48.8,1.0
718354,2025-09,63323086910,205.52,8.0
MI2059,2025-09,63323053075,92.4,2.0
AI5544,2025-09,65219045830,54.51,1.0
635761,2025-09,65219046850,1350.0,18.0
VA0072,2025-09,63323082474,69.05,1.0
624608,2025-09,65219047030,519.3,6.0
644705,2025-09,65219046020,155.66,4.0
646430,2025-09,65219046020,0.0,0.0
FL2303,2025-09,63323017876,57.46,2.0
NC0068,2025-09,65219014810,97.88,1.0
NV2001,2025-09,65219015310,94.1,1.0
IL2386,2025-09,63323062625,273.65,5.0
721175,2025-09,63323068810,39.44,1.0
VA0095,2025-09,63323017876,113.85000000000001,3.0
714816,2025-09,63323068810,92.22,2.0
687684,2025-09,63323062650,81.7,1.0
745327,2025-09,65219045660,114.37,1.0
NC0042,2025-09,65219025810,810.68,2.0
AA6530,2025-09,65219022225,390.04,4.0
OK2086,2025-09,63323068810,39.44,1.0
IA2353,2025-09,65219045830,57.4,1.0
714814,2025-09,65219014810,97.88,1.0
BA4425,2025-09,65219046850,45.9,1.0
KY0215,2025-09,65219046850,89.77,1.0
TX0156,2025-09,63323053075,79.2,2.0
781795,2025-09,65219045830,0.0,0.0
AT2053,2025-09,63323053075,-62.13,-1.0
LA0191,2025-09,63323068810,146.0,3.0
FL0261,2025-09,63323068810,80.07,2.0
KY0020,2025-09,63323017876,99.21000000000001,3.0
640702,2025-09,65219045660,150.05,1.0
VA0066,2025-09,65219047030,173.1,2.0
AA4498,2025-09,63323068610,66.18,2.0
631298,2025-09,63323082475,134.36,2.0
714817,2025-09,63323053075,133.56,3.0
714814,2025-09,63323068610,77.38,2.0
680030,2025-09,63323053075,41.74,1.0
WV0001,2025-09,63323068610,45.76,1.0
MD0002,2025-09,65219046020,117.03,3.0
636349,2025-09,65219014210,94.1,1.0
742121,2025-09,63323053075,214.70999999999998,3.0
OH2001,2025-09,63323017876,75.9,2.0
KY0059,2025-09,63323082475,95.45,1.0
821839,2025-09,65219047910,38.82,1.0
TX0248,2025-09,65219045830,57.74,1.0
709151,2025-09,65219046020,37.99,1.0
764222,2025-09,63323053075,46.2,1.0
LA0886,2025-09,63323062600,79.0,1.0
LA0105,2025-09,63323082476,0.0,0.0
671004,2025-09,63323068610,336.59999999999997,10.0
OH2064,2025-09,65219046850,556.4,4.0
FL0161,2025-09,63323062625,93.06,1.0
803856,2025-09,65219047030,715.5,9.0
00,2025-09,63323068810,0.0,0.0
NC0143,2025-09,65219046210,36.16,1.0
BC1445,2025-09,63323086910,56.75,1.0
695228,2025-09,63323062610,72.52,2.0
NJ2008,2025-09,65219047030,346.2,4.0
632109,2025-09,65219047220,105.22,2.0
729526,2025-09,65219047410,65.34,1.0
BA4425,2025-09,65219045830,137.57999999999998,2.0
792727,2025-09,65219047030,259.65,3.0
695920,2025-09,65219014610,94.1,1.0
KY0087,2025-09,65219045830,153.04,2.0
CA0038,2025-09,65219046450,147.66,2.0
KY0020,2025-09,65219047220,740.1399999999999,15.0
717064,2025-09,63323017876,192.36,6.0
BA4425,2025-09,65219022225,344.20000000000005,5.0
CA0038,2025-09,65219023825,97.51,1.0
721167,2025-09,63323082476,25.27,1.0
NY2059,2025-09,65219046850,182.99,1.0
BA0907,2025-09,63323068310,45.76,1.0
641641,2025-09,65219025810,1260.66,3.0
NY5019,2025-09,63323068310,91.2,2.0
783023,2025-09,63323082476,45.38,2.0
697692,2025-09,65219045830,63.28,1.0
AD9998,2025-09,63323082476,98.2,2.0
825506,2025-09,63323066910,0.0,0.0
AQ9799,2025-09,65219045830,55.12,1.0
KY0084,2025-09,63323062610,149.46,6.0
AI7050,2025-09,65219014410,51.54,1.0
BA4425,2025-09,65219046020,58.47,1.0
NY2179,2025-09,63323053075,1145.12,16.0
00,2025-09,65219047220,0.0,0.0
FL0246,2025-09,63323068810,80.07,2.0
FL0328,2025-09,63323068610,101.16,3.0
745175,2025-09,63323062655,0.0,0.0
712581,2025-09,65219046450,73.76,1.0
NC0098,2025-09,63323053075,73.86,1.0
782833,2025-09,65219046850,178.76,2.0
661187,2025-09,65219046850,97.5,1.0
MD0002,2025-09,65219046660,664.2,4.0
613118,2025-09,65219046850,153.0,1.0
711762,2025-09,63323068310,45.76,1.0
809788,2025-09,63323086910,54.58,2.0
701379,2025-09,63323068810,84.86,2.0
AY7838,2025-09,63323017876,120.21,3.0
704140,2025-09,63323068810,52.53,1.0
NE2012,2025-09,65219047910,77.64,2.0
662105,2025-09,63323062610,154.67000000000002,6.0
NE2040,2025-09,65219046850,182.99,1.0
AV2474,2025-09,65219047030,259.65,3.0
FL0328,2025-09,63323068810,80.38,2.0
TX0034,2025-09,65219047910,77.64,2.0
659479,2025-09,63323053075,38.78,1.0
NY2002,2025-09,63323082476,179.61,3.0
713959,2025-09,65219047220,52.61,1.0
635761,2025-09,65219050630,73.6,2.0
798001,2025-09,65219014210,157.8,3.0
TX2129,2025-09,65219047030,58.63,1.0
646557,2025-09,63323086910,26.72,1.0
626943,2025-09,65219011910,98.39,1.0
714448,2025-09,63323086974,84.0,2.0
728082,2025-09,63323068610,100.78,3.0
FL0261,2025-09,63323062650,168.5,2.0
804303,2025-09,63323087310,-115.141,-13.0
IL2386,2025-09,65219038910,72.8,2.0
716276,2025-09,63323068810,0.0,0.0
FL0209,2025-09,63323017876,57.46,2.0
IL2386,2025-09,65219046850,268.14,3.0
AI4173,2025-09,65219046850,88.68,1.0
NY5015,2025-09,63323068810,-138.32999999999998,-3.0
KY0203,2025-09,63323068610,77.38,2.0
00,2025-09,65219045830,0.0,0.0
825511,2025-09,65219046020,40.03,1.0
632039,2025-09,63323017876,75.9,2.0
AA6530,2025-09,65219001201,1005.78,6.0
KY0084,2025-09,65219047030,1897.5599999999997,27.0
BC0920,2025-09,63323082474,69.05,1.0
NJ2004,2025-09,63323082476,59.87,1.0
747077,2025-09,65219046020,38.52,1.0
AV3002,2025-09,65219046850,182.99,1.0
680667,2025-09,63323068610,45.76,1.0
632039,2025-09,65219045660,150.05,1.0
743163,2025-09,65219045830,63.28,1.0
NY5110,2025-09,63323082474,69.05,1.0
NC0120,2025-09,63323068610,47.5,1.0
714819,2025-09,65219014410,70.63,1.0
AV2454,2025-09,65219045830,76.52,1.0
AA6530,2025-09,63323053075,0.0,0.0
NC0068,2025-09,63323068310,38.69,1.0
NC0084,2025-09,63323068810,46.11,1.0
MA2038,2025-09,65219014610,282.3,3.0
806492,2025-09,63323086910,-44.0,-1.0
BA3023,2025-09,65219047720,62.16,1.0
764230,2025-09,63323082474,152.4,2.0
CA0038,2025-09,65219046210,181.1,5.0
624607,2025-09,63323082476,59.87,1.0
732997,2025-09,63323068310,45.76,1.0
KY0020,2025-09,65219046210,160.8,4.0
KY0020,2025-09,65219045830,125.92,2.0
763767,2025-09,65219046020,159.26,4.0
KY0215,2025-09,63323017876,102.63,3.0
AP6355,2025-09,63323086910,56.75,1.0
721177,2025-09,63323068810,78.88,2.0
NC0068,2025-09,63323068810,46.11,1.0
NY5029,2025-09,63323062625,148.06,2.0
AJ2549,2025-09,65219045660,114.06,1.0
AE5793,2025-09,65219047030,599.9,10.0
NY2145,2025-09,63323086974,47.98,1.0
658410,2025-09,63323068610,33.7,1.0
680653,2025-09,65219047910,77.64,2.0
NY2394,2025-09,63323053075,44.52,1.0
OH2067,2025-09,65219022450,152.76,2.0
PR2004,2025-09,63323082474,60.45,1.0
AM2920,2025-09,63323068810,51.98,1.0
626943,2025-09,65219001001,0.0,0.0
782833,2025-09,63323062610,51.7,2.0
624607,2025-09,63323062610,426.15000000000003,15.0
816118,2025-09,65219045830,54.51,1.0
DE0002,2025-09,63323068810,161.6,4.0
624607,2025-09,65219047410,0.0,0.0
OH2064,2025-09,65219046020,77.9,2.0
NJ2042,2025-09,63323053075,71.57,1.0
MD9007,2025-09,65219022225,195.44,2.0
KY0084,2025-09,65219047220,543.4,11.0
NC0143,2025-09,63323068810,108.61,2.0
PA2237,2025-09,63323068810,43.5,1.0
AM0992,2025-09,63323017876,29.33,1.0
NY5073,2025-09,63323053075,214.71,3.0
FL0019,2025-09,63323053075,46.2,1.0
714816,2025-09,63323068310,38.69,1.0
AO4612,2025-09,63323017876,29.01,1.0
MI2302,2025-09,65219011910,35.85,1.0
709158,2025-09,63323087374,77.6,2.0
TX0289,2025-09,63323068610,4.726,1.0
NJ2042,2025-09,63323086710,0.0,0.0
BA0899,2025-09,63323053075,71.57,1.0
WV0036,2025-09,65219045830,181.77,3.0
IA2063,2025-09,65219045830,126.56,2.0
624606,2025-09,63323053075,71.57,1.0
AT4571,2025-09,65219045830,76.52,1.0
BC5714,2025-09,63323017876,31.19,1.0
729632,2025-09,65219046450,238.5,3.0
VA0095,2025-09,63323068810,52.53,1.0
WA2013,2025-09,65219014610,52.12,1.0
821837,2025-09,63323082474,69.05,1.0
611995,2025-09,63323017876,62.0,2.0
671004,2025-09,63323017876,259.46999999999997,9.0
AE0026,2025-09,63323086910,68.86,2.0
MS0073,2025-09,63323082476,20.7,1.0
649486,2025-09,65219014210,97.88,1.0
AT6693,2025-09,65219046020,-65.75999999999999,0.0
742121,2025-09,63323062625,148.06,2.0
746326,2025-09,65219047910,271.74,7.0
781795,2025-09,63323068310,45.76,1.0
MD0002,2025-09,65219046210,144.88,4.0
691630,2025-09,63323062625,55.44,1.0
781795,2025-09,65219046450,84.27,1.0
WV0055,2025-09,63323053075,73.3,1.0
AZ2078,2025-09,65219046020,154.84,4.0
626943,2025-09,63323053075,418.02,6.0
825656,2025-09,65219045830,126.56,2.0
697692,2025-09,65219047030,86.55,1.0
FL0283,2025-09,63323017876,344.67,12.0
714814,2025-09,65219011910,98.39,1.0
809244,2025-09,65219045830,126.56,2.0
821816,2025-09,65219045830,63.28,1.0
NY2327,2025-09,63323062610,-28.41,-1.0
661860,2025-09,65219047910,194.1,5.0
667853,2025-09,63323068310,166.8,5.0
BC1555,2025-09,65219046850,731.96,4.0
NY2394,2025-09,65219046210,181.75,5.0
606222,2025-09,63323086774,50.02,1.0
797563,2025-09,63323086910,84.6,3.0
FL0246,2025-09,63323068610,100.78,3.0
FL0201,2025-09,65219045830,110.16,2.0
NC0161,2025-09,63323068810,56.6,1.0
679734,2025-09,63323082474,131.67,1.0
BB7741,2025-09,65219045830,60.9,1.0
AE5793,2025-09,65219046020,76.7,2.0
NY5014,2025-09,63323068810,-52.53,-1.0
AZ2002,2025-09,65219046020,154.84,4.0
643795,2025-09,65219046020,44.52,1.0
AP0345,2025-09,65219025810,1216.02,3.0
AT2685,2025-09,63323053075,156.04,4.0
MN5050,2025-09,63323053075,38.52,1.0
AH7879,2025-09,63323068610,72.28,2.0
660773,2025-09,65219047410,602.08,16.0
685258,2025-09,63323017876,48.06,1.0
751390,2025-09,65219045830,126.56,2.0
819615,2025-09,63323053075,44.52,1.0
825511,2025-09,65219047030,173.25,3.0
600124,2025-09,63323017876,48.62,1.0
AH7694,2025-09,63323086910,29.89,1.0
IA2353,2025-09,65219047030,233.04,4.0
821905,2025-09,63323068610,183.04,4.0
00,2025-09,63323068610,0.0,0.0
630388,2025-09,63323062610,43.6,1.0
695228,2025-09,63323086910,113.5,2.0
630983,2025-09,63323053075,71.57,1.0
612184,2025-09,63323086910,40.99,1.0
685258,2025-09,65219046020,38.52,1.0
KY0020,2025-09,63323082474,136.1,1.0
IA2039,2025-09,65219046210,40.2,1.0
640910,2025-09,63323082475,0.0,0.0
742118,2025-09,63323053075,75.41,1.0
775316,2025-09,63323087374,40.64,1.0
IA2011,2025-09,65219001001,196.63,1.0
646430,2025-09,63323053075,44.52,1.0
KY0059,2025-09,63323068310,77.38,2.0
721168,2025-09,63323068810,39.44,1.0
AX3601,2025-09,63323082474,130.08,1.0
AA6530,2025-09,65219022450,994.76,13.0
IA0002,2025-09,63323062625,96.73,1.0
IA2057,2025-09,65219046850,270.84000000000003,3.0
AB3552,2025-09,63323082474,55.11,1.0
KY0111,2025-09,63323062610,49.82,2.0
KY0203,2025-09,65219045830,62.96,1.0
728082,2025-09,63323068810,80.07,2.0
657850,2025-09,63323068810,301.02,6.0
WV0077,2025-09,63323053075,38.58,1.0
NC0042,2025-09,65219015310,86.56,1.0
632039,2025-09,65219047910,74.08,2.0
AG8352,2025-09,65219047030,90.95,1.0
742118,2025-09,63323017876,49.92,1.0
BA1390,2025-09,65219000601,0.0,0.0
721320,2025-09,65219047030,120.2,2.0
834880,2025-09,63323062625,148.06,2.0
721404,2025-09,65219047030,54.94,1.0
AH7879,2025-09,65219046020,41.58,1.0
673909,2025-09,63323086910,39.24,1.0
714816,2025-09,65219014410,141.26,2.0
AV1530,2025-09,65219046850,409.5,6.0
TX0226,2025-09,65219046020,487.41,11.0
AV2454,2025-09,65219046660,31.8,1.0
NY2030,2025-09,63323017876,37.95,1.0
843022,2025-09,63323062610,106.7,2.0
TX0156,2025-09,63323017876,300.0,10.0
LA0886,2025-09,63323053075,41.8,1.0
GA2039,2025-09,65219046850,742.0,14.0
604824,2025-09,65219045830,75.0,1.0
657850,2025-09,63323068310,124.2,3.0
AN0338,2025-09,65219047910,38.82,1.0
00,2025-09,63323062610,0.0,0.0
658512,2025-09,63323068610,33.7,1.0
804303,2025-09,63323062600,80.997,1.0
777416,2025-09,63323053075,75.41,1.0
FL2303,2025-09,63323068810,40.1,1.0
KY0020,2025-10,65219047030,2389.52,34.0
LA0191,2025-10,63323068810,104.57,2.0
BA8260,2025-10,63323086910,100.28,2.0
TX0356,2025-10,65219046450,78.01,1.0
658410,2025-10,63323068810,40.16,1.0
631298,2025-10,63323053075,71.57,1.0
IL2386,2025-10,65219046850,89.38,1.0
AG8352,2025-10,63323086910,39.24,1.0
IA2057,2025-10,65219045830,110.56,2.0
FL0283,2025-10,63323017876,114.92,4.0
AT2685,2025-10,63323053075,156.04,4.0
AZ2002,2025-10,65219046020,270.97,7.0
714814,2025-10,63323053075,44.52,1.0
714819,2025-10,63323068610,38.69,1.0
714814,2025-10,65219011810,380.16,4.0
WI2007,2025-10,65219046020,38.61,1.0
SC2031,2025-10,65219046020,38.94,1.0
714818,2025-10,63323068810,184.44,4.0
624607,2025-10,65219047030,346.2,4.0
BA8260,2025-10,63323062610,91.2,2.0
KY0203,2025-10,63323068610,77.38,2.0
NY2371,2025-10,63323082476,119.74,2.0
632039,2025-10,63323086910,28.2,1.0
NY5073,2025-10,65219047030,865.5,10.0
GA2038,2025-10,65219045830,76.52,1.0
KY0111,2025-10,65219046660,218.14,1.0
AA6530,2025-10,65219047910,0.0,0.0
NY2063,2025-10,63323082476,179.60999999999999,3.0
AR0006,2025-10,63323082474,141.6,1.0
AE0026,2025-10,63323062610,28.41,1.0
758554,2025-10,65219025810,918.22,2.0
AA6010,2025-10,63323086910,40.99,1.0
BA8287,2025-10,63323068610,43.41,1.0
744448,2025-10,63323062610,25.85,1.0
NC0084,2025-10,63323066910,38.69,1.0
AB0460,2025-10,65219045660,300.1,2.0
777284,2025-10,63323062610,20.0,1.0
714814,2025-10,65219046660,654.42,3.0
AF7784,2025-10,65219046020,39.18,1.0
728267,2025-10,63323053075,38.58,1.0
00,2025-10,65219011910,0.0,0.0
KY0084,2025-10,63323082474,63.28,1.0
NC0017,2025-10,65219014210,86.56,1.0
AE5957,2025-10,63323082476,59.87,1.0
710898,2025-10,65219047220,256.38,6.0
WV0001,2025-10,63323068310,45.76,1.0
IA2010,2025-10,63323053075,75.41,1.0
742118,2025-10,63323017876,49.92,1.0
705079,2025-10,63323062600,187.89,2.0
775185,2025-10,63323086910,51.48,1.0
817706,2025-10,65219046210,77.74,2.0
639025,2025-10,63323086910,0.0,-1.0
00,2025-10,63323062610,0.0,0.0
714814,2025-10,65219011910,98.39,1.0
635761,2025-10,65219046850,450.0,6.0
IA2039,2025-10,65219046210,40.2,1.0
TX2302,2025-10,65219015310,188.2,2.0
MD0002,2025-10,65219046850,1253.79,9.0
714816,2025-10,65219000601,0.0,0.0
VA0050,2025-10,63323068810,52.04,1.0
683025,2025-10,65219046850,365.98,2.0
MD0002,2025-10,65219045660,228.46,2.0
NY5029,2025-10,63323017876,113.85,3.0
AE0026,2025-10,65219047410,36.95,1.0
680653,2025-10,65219047410,25.9,1.0
NC0143,2025-10,63323062610,0.0,0.0
NJ2042,2025-10,63323086774,-37.51,-1.0
821860,2025-10,65219045830,306.08,4.0
821835,2025-10,63323053075,71.57,1.0
NY2145,2025-10,63323086974,47.98,1.0
WV0065,2025-10,63323053075,38.58,1.0
782833,2025-10,65219046210,24.57,1.0
624607,2025-10,63323017876,75.9,2.0
662105,2025-10,63323062610,206.48,8.0
679734,2025-10,63323068810,56.6,1.0
AD9998,2025-10,63323086910,309.87,9.0
AU6192,2025-10,63323062610,103.93,2.0
759774,2025-10,65219046850,90.1,1.0
KY0020,2025-10,63323068610,77.38,2.0
MN5050,2025-10,63323053075,115.56,3.0
NC0084,2025-10,65219015310,229.58,2.0
BA8269,2025-10,63323062610,91.2,2.0
728267,2025-10,65219000601,0.0,0.0
630394,2025-10,63323068810,46.11,1.0
674291,2025-10,65219046210,207.1,10.0
679664,2025-10,65219047410,36.95,1.0
693236,2025-10,65219045830,113.14,2.0
847011,2025-10,63323017876,28.42,1.0
IL2386,2025-10,65219045830,109.46,2.0
AE2961,2025-10,65219047030,173.1,2.0
NY5014,2025-10,63323082474,138.1,2.0
736265,2025-10,63323068310,82.8,2.0
828059,2025-10,63323086910,25.77,1.0
NY2681,2025-10,65219014210,97.88,1.0
00,2025-10,65219047220,0.0,0.0
805555,2025-10,65219046020,44.52,1.0
658410,2025-10,63323017876,28.81,1.0
AZ2002,2025-10,65219046450,146.54,2.0
AO4612,2025-10,63323068610,41.85,1.0
SD2010,2025-10,63323066910,45.83,1.0
758552,2025-10,63323053075,74.17,1.0
NY2007,2025-10,63323053075,286.28,4.0
MA2038,2025-10,65219001201,165.16,1.0
721173,2025-10,63323068810,39.44,1.0
FL0328,2025-10,65219047220,79.46,2.0
746495,2025-10,65219046660,218.14,1.0
AE5793,2025-10,63323068610,43.04,1.0
AM3561,2025-10,65219046850,137.76,1.0
